course_ID_full_orig,course_ID,course_num,department,course_title_zh,course_title_eng,credit_unit,limit,new_only,gen_cat,language,room_and_time_orig,time,building,instructor,memo,prerequisite,limitation,speciality,program,extra_enrollment,required_or_elective
11110KSS 500700,KSS 500700,KSS5007,KSS  運科系,運動處方專題研究,Study in Exercise Prescription,3,20,0,--,中文 ZH,"Nanda南大A310	W2W3W4
",W2W3W4,Nanda南大,"林貴福	LIN, KUEI-FU",--,--,運科系碩士班優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,運科系111M選修
11110KSS 505000,KSS 505000,KSS5050,KSS  運科系,書報討論,Seminar,0,20,0,--,中文 ZH,"Nanda南大A310	W6
",W6,Nanda南大,"林貴福	LIN, KUEI-FU",--,--,運科系碩士班優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,運科系111M必修
11110KSS 511300,KSS 511300,KSS5113,KSS  運科系,運動心理學研究,Study in Sports Psychology,3,20,0,--,中文 ZH,"Nanda南大A412	M5M6M7
",M5M6M7,Nanda南大,"高三福	KAO, SAN-FU",--,--,運科系碩士班優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,運科系111M選修
11110KSS 600100,KSS 600100,KSS6001,KSS  運科系,健康行為專題研究,Seminars on Health Management,3,15,0,--,中文 ZH,"Nanda南大A310	R5R6R7
",R5R6R7,Nanda南大,"鄭麗媛	CHENG, LI-YUAN",--,--,運科系碩士班優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,運科系111M選修
11110KSS 600200,KSS 600200,KSS6002,KSS  運科系,休閒運動專題研究,Seminar on Recreational Sport,3,15,0,--,中文 ZH,"Nanda南大A310	R2R3R4
",R2R3R4,Nanda南大,"許建民	HSU, CHIEN-MING",--,--,運科系碩士班優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,運科系111M選修
11110KSS 600300,KSS 600300,KSS6003,KSS  運科系,運動傷害專題研究,Study in Athletic Injuries,3,15,0,--,中文 ZH,"Nanda南大A412	R5R6R7
",R5R6R7,Nanda南大,"黎俊彥	LI, CHUN-YEN",--,--,運科系碩士班優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,運科系111M選修
11110KSS 600600,KSS 600600,KSS6006,KSS  運科系,運動社會科學研究調查與分析,Survey and Dada Analysis for Social Sciences in Sport and Exercise,3,20,0,--,中文 ZH,"Nanda南大A310	T5T6T7
",T5T6T7,Nanda南大,"高三福	KAO, SAN-FU
許建民	HSU, CHIEN-MING",限先修研究方法-量化研究,"擋修對象 : 全校 
先修科目 : 研究方法-量化研究-成績需B-以上上述條件一定要有，則不擋修。",運科系碩士班2年級優先，第3次選課起開放全校修習,--,--,O 接受 Allowed,運科系111M選修
11110KSS 600700,KSS 600700,KSS6007,KSS  運科系,綠色運動觀光,Sustainable Sport Tourism,3,20,0,--,中文 ZH,"Nanda南大A309	R6R7R8
",R6R7R8,Nanda南大,"倪進誠	NI, CHIN-CHENG
黃煜	HUANG, YU
趙芝良	CHAO, CHIH-LIANG",--,--,--,--,--,O 接受 Allowed,運科系111M選修
11110KSS 670000,KSS 670000,KSS6700,KSS  運科系,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限碩士班二年級以上修習,--,限運科系碩士班,--,--,O 接受 Allowed,運科系111M必修
11110KSSN510200,KSSN 510200,KSSN5102,KSSN 運科系在職專班,運動科學研究,Study in Exercise Science,2,20,0,--,中文 ZH,"Nanda南大A310	M9Ma
",M9Ma,Nanda南大,"林貴福	LIN, KUEI-FU",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P必修
11110KSSN510500,KSSN 510500,KSSN5105,KSSN 運科系在職專班,應用運動心理學研究,Study in Applied Sport Psychology,2,20,0,--,中文 ZH,"Nanda南大A412	MbMc
",MbMc,Nanda南大,"高三福	KAO, SAN-FU",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P選修
11110KSSN510800,KSSN 510800,KSSN5108,KSSN 運科系在職專班,休閒社會學專題研究,Seminar on sociology of leisure,2,20,0,--,中文 ZH,"Nanda南大A310	T9Ta
",T9Ta,Nanda南大,"張俊一	CHANG, CHUN-YI",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P選修
11110KSSN510900,KSSN 510900,KSSN5109,KSSN 運科系在職專班,高等體育統計學,Advanced Statistics in Physical Education,2,20,0,--,中文 ZH,"Nanda南大A412	R9Ra
",R9Ra,Nanda南大,"謝錦城	HSIEH, CHIN-CHENG",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P必修
11110KSSN511000,KSSN 511000,KSSN5110,KSSN 運科系在職專班,運動科技專題討論,Special Topics on Sports Technology Research,2,20,0,--,中文 ZH,"Nanda南大A310	WbWc
",WbWc,Nanda南大,"邱文信	CHIU, WEN-HSIN
劉先翔	LIU, HSIEN-HSIANG",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P選修
11110KSSN513500,KSSN 513500,KSSN5135,KSSN 運科系在職專班,運動賽會專題研究,Seminar on Sport Event,2,20,0,--,中文 ZH,"Nanda南大A412	TbTc
",TbTc,Nanda南大,"黃煜	HUANG, YU",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P選修
11110KSSN523900,KSSN 523900,KSSN5239,KSSN 運科系在職專班,球類教學專題研究,Seminar:Teaching in Balls,2,20,0,--,中文 ZH,"Nanda南大A412	F9Fa
",F9Fa,Nanda南大,"謝錦城	HSIEH, CHIN-CHENG",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P選修
11110KSSN610000,KSSN 610000,KSSN6100,KSSN 運科系在職專班,運動生物力學專題研究,Seminar on Sports Biomechanics,2,20,0,--,中文 ZH,"Nanda南大A310	W9Wa
",W9Wa,Nanda南大,"邱文信	CHIU, WEN-HSIN",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P選修
11110KSSN632100,KSSN 632100,KSSN6321,KSSN 運科系在職專班,運動保健專題研究,Study in Athletic Training,2,15,0,--,英文 EN,"Nanda南大A310	RbRc
",RbRc,Nanda南大,"黎俊彥	LI, CHUN-YEN",--,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P選修
11110KSSN680000,KSSN 680000,KSSN6800,KSSN 運科系在職專班,論文,Thesis,2,--,0,--,中文 ZH,--,--,--,指導教授	,限在職專班二年級以上同學修習,--,限運科系在職專班專班,--,--,O 接受 Allowed,運科系在職專班111P必修
11110KTLT112300,KTLT 112300,KTLT1123,KTLT 臺語所,閩南語拼音與正音,Southern Min Pronunciation and Spelling,2,20,0,--,中文 ZH,"Nanda南大9426	R3R4
",R3R4,Nanda南大,"顏秀珊	YEN, HSIU-SHAN",國小加註語文領域閩南語文、中等教育閩南語文專門課程必修課程,--,--,本土語文(二),--,O 接受 Allowed,--
11110KTLT122300,KTLT 122300,KTLT1223,KTLT 臺語所,客家語正音與拼音,Hakka Pronunciation and Spelling,2,15,0,--,中文 ZH,"Nanda南大9430	M3M4
",M3M4,Nanda南大,"葉瑞娟	YEH, JUI-CHUAN",本課程為16週課程/國小加註語文領域客家語文、中等教育客家語文專門課程必修課程,--,--,本土語文(二),--,O 接受 Allowed,--
11110KTLT131100,KTLT 131100,KTLT1311,KTLT 臺語所,客家文化概論,Seminar on Hakka Culture,2,16,0,--,中文 ZH,"Nanda南大9430	T3T4
",T3T4,Nanda南大,"謝職全	HSIEH, CHIH-CHUAN",國小加註語文領域客家語文、中等教育客家語文專門課程必修課程,--,--,本土語文(二),--,O 接受 Allowed,--
11110KTLT132300,KTLT 132300,KTLT1323,KTLT 臺語所,泰雅族族語三,--,2,25,0,--,中文 ZH,"Nanda南大9404	S5S6
",S5S6,Nanda南大,錢玉章	CHENG JU CHANG,中等教育原住民族語文專門課程必修課程、原住民族語言與文化課程20學分必修課程,--,--,本土語文(二),(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,--
11110KTLT133000,KTLT 133000,KTLT1330,KTLT 臺語所,排灣族族語翻譯,--,3,16,0,--,中文 ZH,"Nanda南大9430	R2R3R4
",R2R3R4,Nanda南大,"陳春媚	CHEN, CHUN-MEI",中等教育原住民族語文專門課程必選修課程,--,--,本土語文(二),(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,--
11110KTLT150100,KTLT 150100,KTLT1501,KTLT 臺語所,族語評量與測驗,--,2,25,0,--,中文 ZH,"Nanda南大9404	S3S4
",S3S4,Nanda南大,聘任中	,中等教育原住民族語文專門課程選修課程、原住民族語言與文化課程20學分必修課程/授課教師待聘：里 苾荷瓦力,--,--,--,(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,--
11110KTLT150200,KTLT 150200,KTLT1502,KTLT 臺語所,族語教材教法,--,2,25,0,--,中文 ZH,"Nanda南大9404	S7S8
",S7S8,Nanda南大,聘任中	,原住民族語言與文化課程20學分必修課程/授課教師:蘇美娟,--,--,--,(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,--
11110KTLT500200,KTLT 500200,KTLT5002,KTLT 臺語所,語言學通論,General Survey of Languages,3,20,0,--,中文 ZH,"Nanda南大9426	W5W6W7
",W5W6W7,Nanda南大,"葉瑞娟	YEH, JUI-CHUAN
呂菁菁	LU, CHING-CHING
劉秀雪	LIU, HSIU-HSUEH",--,--,--,本土語文(二),--,O 接受 Allowed,臺語所111M必修
11110KTLT501000,KTLT 501000,KTLT5010,KTLT 臺語所,語言教學綜論,Fundamental Issues on Language Teaching,3,20,0,--,中文 ZH,"Nanda南大9426	W2W3W4
",W2W3W4,Nanda南大,"陳鳳如	CHEN, FENG-RU
葉美利	YEH, MEI-LI",--,--,--,本土語文(二),--,O 接受 Allowed,臺語所111M必修
11110KTLT600000,KTLT 600000,KTLT6000,KTLT 臺語所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限碩二以上修習,--,限臺語所碩士班2年級3年級4年級,--,--,O 接受 Allowed,臺語所111M必修
11110KTLT600100,KTLT 600100,KTLT6001,KTLT 臺語所,論文寫作Ａ,Thesis Writing A,3,16,0,--,中文 ZH,"Nanda南大9430	W2W3W4
",W2W3W4,Nanda南大,"陳亭君	CHEN, TINGCHUN
呂菁菁	LU, CHING-CHING
葉瑞娟	YEH, JUI-CHUAN",--,--,限臺語所碩士班,--,--,O 接受 Allowed,臺語所111M必修
11110KTLT600200,KTLT 600200,KTLT6002,KTLT 臺語所,論文寫作Ｂ,Thesis WritingＢ,3,16,0,--,中文 ZH,"Nanda南大9430	W5W6W7
",W5W6W7,Nanda南大,"陳鳳如	CHEN, FENG-RU
鄭縈	CHENG, YING",--,--,限臺語所碩士班,--,--,O 接受 Allowed,臺語所111M必修
11110KTLT710500,KTLT 710500,KTLT7105,KTLT 臺語所,語法與詞彙語意介面專題,Seminar on the Syntax-Lexical Semantics Interface,3,15,0,--,中文 ZH,"Nanda南大9430	T5T6T7
",T5T6T7,Nanda南大,"葉瑞娟	YEH, JUI-CHUAN",本課程為16週課程,--,限碩士班博士班,--,--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT712300,KTLT 712300,KTLT7123,KTLT 臺語所,臺灣閩南語方言差比較研究,Comparative Studies of Taiwan Southern Min Dialects,3,16,0,--,中文 ZH,"Nanda南大9430	R5R6R7
",R5R6R7,Nanda南大,"劉秀雪	LIU, HSIU-HSUEH",本課程為16週課程,--,--,本土語文(二),--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT720800,KTLT 720800,KTLT7208,KTLT 臺語所,語料庫語言學專題,Seminar on Corpus Linguistics,3,10,0,--,中文 ZH,"Nanda南大9429	W2W3W4
",W2W3W4,Nanda南大,"鄭縈	CHENG, YING",--,--,限碩士班博士班,本土語文(二),--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT721200,KTLT 721200,KTLT7212,KTLT 臺語所,臺灣南島語句法研究,Formosan Syntax,3,12,0,--,中文 ZH,"Nanda南大942B	W5W6W7
",W5W6W7,Nanda南大,"陳亭君	CHEN, TINGCHUN",本課程為16週課程,--,--,本土語文(二),(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT722300,KTLT 722300,KTLT7223,KTLT 臺語所,生成句法導論,Introduction to Generative Syntax,3,12,0,--,中文 ZH,"Nanda南大9429	T5T6T7
",T5T6T7,Nanda南大,"陳亭君	CHEN, TINGCHUN",本課程為16週課程,--,--,--,--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT722500,KTLT 722500,KTLT7225,KTLT 臺語所,計算語言學,Computational Linguistics,3,16,0,--,中文 ZH,"Nanda南大9430	M9MaMb
",M9MaMb,Nanda南大,"呂菁菁	LU, CHING-CHING
林書宇	LIN, SHU-YU",本課程為16週課程,--,--,--,--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT722600,KTLT 722600,KTLT7226,KTLT 臺語所,大腦中的語言處理,Language Processing in the Brain,3,16,0,--,中文 ZH,"Nanda南大9430	RaRbRc
",RaRbRc,Nanda南大,"呂菁菁	LU, CHING-CHING",本課程為16週課程,--,--,--,--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT730900,KTLT 730900,KTLT7309,KTLT 臺語所,原住民族語教學,Teaching Indigenous Languages,3,10,0,--,中文 ZH,"Nanda南大9429	W5W6W7
",W5W6W7,Nanda南大,"葉美利	YEH, MEI-LI",本課程為16週課程,--,限碩士班博士班,--,(跨領域)世界南島暨原住民族學分學程,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT731200,KTLT 731200,KTLT7312,KTLT 臺語所,雙語教學研究,Studies on Bilingual Literacy Instruction,3,10,0,--,中文 ZH,"Nanda南大9429	T2T3T4
",T2T3T4,Nanda南大,"劉秀雪	LIU, HSIU-HSUEH
陳明蕾	CHEN, MING-LEI",中等教育閩南語文專門課程選修課程/本土語雙語教學.本課程為16週課程。,--,--,--,--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT740600,KTLT 740600,KTLT7406,KTLT 臺語所,語文領域教材教法研究,Seminar on Language Teaching Materials and Methods,3,15,0,--,中文 ZH,"Nanda南大9430	W8W9Wa
",W8W9Wa,Nanda南大,"陳鳳如	CHEN, FENG-RU",本課程為16週課程,--,限臺語所碩士班博士班,--,--,O 接受 Allowed,臺語所111D選修/臺語所111M選修
11110KTLT800000,KTLT 800000,KTLT8000,KTLT 臺語所,論文研究,Thesis,0,--,0,--,中文 ZH,--,--,--,指導教授	,限台語所博二以上同學，Selectable after successfully completing first year's coursework,--,限臺語所博士班2年級3年級4年級,--,--,O 接受 Allowed,臺語所111D必修
11110KWEN520100,KWEN 520100,KWEN5201,KWEN 華德福碩士在職學程,量的研究法,Quantitative Research Methods,3,0,0,--,中文 ZH,"Nanda南大1319	S2S3S4
",S2S3S4,Nanda南大,"成虹飛	CHERNG, HORN-FAY
聘任中	",實際上課時間請參閱本班公告，以線上加簽方式選課。合授教師：詹志禹(聘任中),--,限華德福在職學位學程,--,--,O 接受 Allowed,華德福在職學位學程111P必修
11110KWEN520200,KWEN 520200,KWEN5202,KWEN 華德福碩士在職學程,全球化世界中的自然與經濟,Nature and Economy in the Globalized World,3,0,0,--,中文 ZH,"Nanda南大1319	S5S6S7
",S5S6S7,Nanda南大,"成虹飛	CHERNG, HORN-FAY
聘任中	
尼爾．伯蘭	NEIL BOLAND",上課時間依本班公告為主，另本班皆以線上加簽方式選課。合授教師：宋文里、馮朝霖(聘任中),--,限華德福在職學位學程,--,--,O 接受 Allowed,華德福在職學位學程111P必修
11110LANG101001,LANG 101001,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二103	M1M2
",M1M2,GEN II綜二,"蔣光煌	CHIANG,KUANG-HUANG",--,--,"限工學院,清華學院學士班大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101002,LANG 101002,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二105	M1M2
",M1M2,GEN II綜二,"陳明君	CHEN, MING-CHUN",--,--,"限工學院,清華學院學士班大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101003,LANG 101003,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二108	M1M2
",M1M2,GEN II綜二,"吳宇晴	WU, YU-QING",--,--,"限工學院,清華學院學士班大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101004,LANG 101004,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,0,0,--,英文 EN,"GEN II綜二203	M3M4
",M3M4,GEN II綜二,--,--,--,"限大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101005,LANG 101005,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,0,0,--,英文 EN,"GEN II綜二103	M3M4
",M3M4,GEN II綜二,--,--,--,"限大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101006,LANG 101006,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二105	M3M4
",M3M4,GEN II綜二,"陳明君	CHEN, MING-CHUN",--,--,"限生科院,原科院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101007,LANG 101007,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二108	M3M4
",M3M4,GEN II綜二,"吳宇晴	WU, YU-QING",--,--,"限生科院,原科院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101008,LANG 101008,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二201	W3W4
",W3W4,GEN II綜二,"徐桂平	HSU, KUI-PING",--,--,"限電資院,國際學士班大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101009,LANG 101009,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"EDU教  103	W3W4
",W3W4,EDU教  ,"陳明君	CHEN, MING-CHUN",--,--,"限電資院,國際學士班大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101011,LANG 101011,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,0,0,--,英文 EN,"GEN II綜二108	R1R2
",R1R2,GEN II綜二,--,--,--,"限大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101012,LANG 101012,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二201	R1R2
",R1R2,GEN II綜二,"徐桂平	HSU, KUI-PING",--,--,"限人社院,科管院,清華學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101013,LANG 101013,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二103	R1R2
",R1R2,GEN II綜二,"蔣光煌	CHIANG,KUANG-HUANG",--,--,"限人社院,科管院,清華學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101014,LANG 101014,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二104	R1R2
",R1R2,GEN II綜二,"賴郁婷	LAI, YU-TING",--,--,"限人社院,科管院,清華學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101015,LANG 101015,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,0,--,英文 EN,"GEN II綜二103	F1F2
",F1F2,GEN II綜二,"鄺粵敏	KWONG, YUET MAN",--,--,"限大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101016,LANG 101016,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二201	F3F4
",F3F4,GEN II綜二,"張雅淳	CHANG, YA-TSUN",--,--,"限理學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101017,LANG 101017,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"EDU教  102	F3F4
",F3F4,EDU教  ,"賴郁婷	LAI, YU-TING",--,--,"限理學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101018,LANG 101018,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二103	F3F4
",F3F4,GEN II綜二,"鄺粵敏	KWONG, YUET MAN",--,--,"限理學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101019,LANG 101019,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"Nanda南大9205	M3M4
",M3M4,Nanda南大,"徐桂平	HSU, KUI-PING",--,--,"限教育學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101020,LANG 101020,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"Nanda南大9206	M3M4
",M3M4,Nanda南大,"王國樹	WANG, KUO-SHU",--,--,"限教育學院,大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101021,LANG 101021,LANG1010,LANG 英語教育中心(110起),中高級英文一,Upper-Intermediate English I,2,32,32,--,英文 EN,"Nanda南大9206	F3F4
",F3F4,Nanda南大,"陳明君	CHEN, MING-CHUN",--,--,"限藝術學院,運科系大學部,前標生",--,--,X 不接受 Not Allowed,--
11110LANG101101,LANG 101101,LANG1011,LANG 英語教育中心(110起),中級英文一,Intermediate English I,2,32,32,--,英文 EN,"GEN II綜二105	R1R2
",R1R2,GEN II綜二,楊幸瑜	HSING-YU YANG,--,--,"限大學部,中級生",--,--,X 不接受 Not Allowed,--
11110LANG101102,LANG 101102,LANG1011,LANG 英語教育中心(110起),中級英文一,Intermediate English I,2,32,32,--,英文 EN,"EDU教  103	F3F4
",F3F4,EDU教  ,"湯智群	TANG, CHIH CHUN",--,--,"限大學部,中級生",--,--,X 不接受 Not Allowed,--
11110LANG101103,LANG 101103,LANG1011,LANG 英語教育中心(110起),中級英文一,Intermediate English I,2,32,32,--,英文 EN,"Nanda南大9104	M3M4
",M3M4,Nanda南大,楊幸瑜	HSING-YU YANG,--,--,"限大學部,中級生",--,--,X 不接受 Not Allowed,--
11110LANG101104,LANG 101104,LANG1011,LANG 英語教育中心(110起),中級英文一,Intermediate English I,2,32,32,--,英文 EN,"Nanda南大9512	F3F4
",F3F4,Nanda南大,"金祖詠	KING, TZUU-YEONG",--,--,"限大學部,中級生",--,--,X 不接受 Not Allowed,--
11110LANG101105,LANG 101105,LANG1011,LANG 英語教育中心(110起),中級英文一,Intermediate English I,2,32,32,--,英文 EN,"Nanda南大2104	F3F4
",F3F4,Nanda南大,蔡佩蓉	KATHERINE TSAI,--,--,"限大學部,中級生",--,--,X 不接受 Not Allowed,--
11110LANG101201,LANG 101201,LANG1012,LANG 英語教育中心(110起),初級英文一,Elementary English I,2,32,32,--,英文 EN,"Nanda南大9104	F3F4
",F3F4,Nanda南大,"林鈺凣	LIN, YU-FAN",--,--,"限大學部,初級生",--,--,X 不接受 Not Allowed,--
11110LANG101202,LANG 101202,LANG1012,LANG 英語教育中心(110起),初級英文一,Elementary English I,2,32,32,--,英文 EN,"Nanda南大9122	F3F4
",F3F4,Nanda南大,"王遠洋	WANG, YUAN-YANG",--,--,"限大學部,初級生",--,--,X 不接受 Not Allowed,--
11110LANG101203,LANG 101203,LANG1012,LANG 英語教育中心(110起),初級英文一,Elementary English I,2,32,32,--,英文 EN,"Nanda南大9105	F3F4
",F3F4,Nanda南大,"林雅瓊	LIM, NGA-KHING",--,--,"限大學部,初級生",--,--,X 不接受 Not Allowed,--
11110LANG103001,LANG 103001,LANG1030,LANG 英語教育中心(110起),中高級英文三-閱讀,Upper-Intermediate English III：Reading,2,30,30,--,英文 EN,"GEN II綜二201	M1M2
",M1M2,GEN II綜二,"黃滿庭	HUANG, MAN-TING",--,--,"限工學院,清華學院學士班大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103002,LANG 103002,LANG1030,LANG 英語教育中心(110起),中高級英文三-閱讀,Upper-Intermediate English III：Reading,2,30,30,--,英文 EN,"GEN II綜二202	M1M2
",M1M2,GEN II綜二,"林嘉瑜	LIN, CHIA-YU",--,--,"限工學院,清華學院學士班大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103003,LANG 103003,LANG1030,LANG 英語教育中心(110起),中高級英文三-閱讀,Upper-Intermediate English III：Reading,2,30,30,--,英文 EN,"GEN II綜二203	M1M2
",M1M2,GEN II綜二,"劉文貞	LIU, WEN-CHEN",--,--,"限工學院,清華學院學士班大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103004,LANG 103004,LANG1030,LANG 英語教育中心(110起),中高級英文三-閱讀,Upper-Intermediate English III：Reading,2,30,30,--,英文 EN,"GEN II綜二104	M1M2
",M1M2,GEN II綜二,"林玉書	LIN, YU-SHU",--,--,"限工學院,清華學院學士班大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103005,LANG 103005,LANG1030,LANG 英語教育中心(110起),中高級英文三-聽講,Upper-Intermediate English III：Listening and Speaking,2,30,30,--,英文 EN,"EDU教  103	M1M2
",M1M2,EDU教  ,"陳惠芬	CHEN, HUI-FEN",--,--,"限工學院,清華學院學士班大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103006,LANG 103006,LANG1030,LANG 英語教育中心(110起),中高級英文三-聽講,Upper-Intermediate English III：Listening and Speaking,2,30,30,--,英文 EN,"EDU教  102	M1M2
",M1M2,EDU教  ,"戴孜伃	TAI, TZU-YU",--,--,"限工學院,清華學院學士班大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103007,LANG 103007,LANG1030,LANG 英語教育中心(110起),中高級英文三-聽講,Upper-Intermediate English III：Listening and Speaking,2,30,30,--,英文 EN,"GEN II綜二204	M1M2
",M1M2,GEN II綜二,"黃蘭婷	HUANG, LAN-TING",--,--,"限工學院,清華學院學士班大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103010,LANG 103010,LANG1030,LANG 英語教育中心(110起),中高級英文三-閱讀,Upper-Intermediate English III：Reading,2,30,30,--,英文 EN,"GEN II綜二201	M3M4
",M3M4,GEN II綜二,"黃滿庭	HUANG, MAN-TING",--,--,"限生科院,原科院,大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103011,LANG 103011,LANG1030,LANG 英語教育中心(110起),中高級英文三-閱讀,Upper-Intermediate English III：Reading,2,30,30,--,英文 EN,"GEN II綜二202	M3M4
",M3M4,GEN II綜二,"林嘉瑜	LIN, CHIA-YU",--,--,"限生科院,原科院,大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103012,LANG 103012,LANG1030,LANG 英語教育中心(110起),中高級英文三-閱讀,Upper-Intermediate English III：Reading,2,30,30,--,英文 EN,"GEN II綜二104	M3M4
",M3M4,GEN II綜二,"林玉書	LIN, YU-SHU",--,--,"限生科院,原科院,大學部,頂標生",--,--,X 不接受 Not Allowed,--
11110LANG103013,LANG 103013,LANG1030,LANG 英語教育中心(110起),中高級英文三-聽講,Upper-Intermediate English III：Listening and Speaking,2,30,30,--,英文 EN,"EDU教  103	M3M4
",M3M4,EDU教  ,"陳惠芬	CHEN, HUI-FEN",--,--,"限生科院,原科院,大學部,頂標生",--,--,X 不接受 Not Allowed,--
