0,1,2,3,4,5,6,7,8,9,10,11
11110MS  502100,            電子顯微鏡學Transmission Electron Microscopy,3,      T5T6R5R6,      DELTA台達B03／容量154,"闕郁倫CHUEH, YU-LUN",150,"本課程上150分鐘，其餘時間由教授彈性運用。博士班同學若碩士已修習過此科者請勿再修習。大學部修課採加簽� 材料系碩士班博士班,前瞻產博學程碩士班博士班優先，第3次選課起開放全校修習",4,       , ,
11110MS  503100,            Ｘ光繞射結晶學X-Ray Crystallography,3,      W3W4F3F4,      DELTA台達B02／容量50,"歐陽浩OUYANG, HAO",50,"本課程上150分鐘，其餘時間由教授彈性運用，大學部修課採加簽申請。 材料系碩士班博士班,前瞻產博學程碩士班博士班優先，第3次選課起開放全校修習",0,       , ,
11110MS  504100,            材料動力學Kinetic Process of Materials,3,      M5M6F2F3,      MS材料511／容量170,"陳盈潔CHEN, YING-CHIEH",80,"本課程上4小時，博士班同學若碩士已修習過此科者請勿再修習，大學部請修下學期課程。 限材料系碩士班博士班,前瞻產博學程碩士班博士班",6,       , ,
11110MS  505100,            物理冶金Physical Metallurgy,3,      F5F6F7,      DELTA台達B02／容量50,"蔡哲瑋TSAI, TSE-WEI",25,已修過物理冶金或晶體缺陷者，勿修此課。 核工與能源(第二專長),6,       , ,
11110MS  507400,            鋼鐵與其他合金製程與應用特論Special Topics on Steel and Non-ferrous Alloys Processing,3,      W6W7W8,      DELTA台達B08／容量78,"蔡哲瑋TSAI, TSE-WEI",38,,37,       ,   擋修對象 : 全校   先修科目 : 未修過鋼鐵產品與製程特論上述條件一定要有，則不擋修。,
11110MS  509100,            陶瓷製程Ceramic Processing,3,      T2F5F6,      DELTA台達B07／容量48,"李嘉甄LI, CHIA-CHEN",30,"/Offered in English 材料系,前瞻產博學程優先，第3次選課起開放全校修習",7,       , ,
11110MS  518300,            天然高分子材料Natural Polymeric Materials,3,      T7T8T9,      DELTA台達B05／容量158,"楊長謀YANG, ARNOLD CHANG-MOU",50,"材料系,前瞻產博學程優先，第3次選課起開放全校修習",19,       , ,
11110MS  527100,            光電材料Photonic Materials,3,      W7W8W9,      DELTA台達B09／容量77,"楊長謀YANG, ARNOLD CHANG-MOU",25,,19,       , ,
11110MS  539200,            有機光電半導體物理Physics of Organic optoelectronic semiconductors,3,      F2F3F4,      DELTA台達B08／容量78,"林皓武LIN, HAO-WU",30,"材料系,前瞻產博學程優先，第3次選課起開放全校修習",24,       , ,
11110MS  574000,            材料科學與能源科技Materials Science in Energy Technology,3,      M7M8M9,      DELTA台達B09／容量77,"葉哲寧YEH, CHE-NING",40,/Offered in English,40,       , ,
11110MS  574100,            能源材料Energy Materials,3,      T7T8T9,      DELTA台達B09／容量77,"吳志明WU, JYH-MING",30,"/Offered in English 材料系,前瞻產博學程優先，第3次選課起開放全校修習",26,       , ,
11110MS  575000,            掃瞄式電子顯微鏡技術與分析Technique and Analysis for Scanning Electron Microscopy,3,      M2M3M4,      MS材料418／容量132,"杜正恭DUH, JENQ-GONG",90,,30,       , ,
11110MS  600000,            論文研究Thesis,0,,,指導教授, ,限材料系碩二以上同學，Selectable after successfully completing first year's coursework 排除碩士班1年級,33,       , ,
11110MS  800000,            論文研究Thesis,0,,,指導教授, ,限材料系博二以上同學，Selectable after successfully completing first year's coursework 排除博士班1年級,4,       , ,
11110NEMS500000,            書報討論Seminar,1,      M7M8,      ENG I工一 108／容量100,"馮國華FENG, GUO-HUA", ,/Offered in English,11,       , ,
11110NEMS510000,            微奈米科技Micro & Nano Technology,3,      F2F3F4,      ENG I工一 201／容量63,"賴梅鳳LAI, MEI-FENG陳致真CHEN, CHIH-CHEN森川響二朗KYOJIRO MORIKAWA饒達仁YAO, DA-JENG", ,/Offered in English 奈微所碩士班博士班優先，第3次選課起開放全校修習 (跨領域)奈米科技學分學程/(跨領域)奈微米機電元件與系統全英語學分學程,5,       , ,
11110NEMS550100,            高分子微奈米系統技術Polymer Micro/Nano System Technology,3,      W5W6W7,      DELTA台達322／容量28,"傅建中FU, CHIEN-CHUNG",25,/Offered in English (跨領域)奈米科技學分學程/(跨領域)奈微米機電元件與系統全英語學分學程,6,       , ,
11110NEMS582000,            軟性電子元件與系統Flexible Electronics and Systems,3,      W2W3W4,      DELTA台達321／容量28,"羅丞曜LO, CHENG-YAO", ,/Offered in English (跨領域)奈微米機電元件與系統全英語學分學程,6,       , ,
11110NEMS583300,            固態電子理論Electron Theory in Solids,3,      T6T7T8,      DELTA台達322／容量28,"王玉麟WANG, YU-LIN", ,/Offered in English (跨領域)奈微米機電元件與系統全英語學分學程,1,       , ,
11110NEMS584000,            生醫微奈米機電BioMEMS & BioNEMS,3,      T2T3T4,      DELTA台達322／容量28,"陳致真CHEN, CHIH-CHEN", ,/Offered in English (跨領域)奈米科技學分學程/(跨領域)奈微米機電元件與系統全英語學分學程,2,       , ,
11110NEMS586000,            光學傳感器Optics Transducers,3,      M5M6R5,      ENG I工一 210／容量24,"王威智WANG, WEI-CHIH", ,/Offered in English,1,       , ,
11110NEMS587000,            分子分離與辨識之用於量測分析Molecular Separation and Recognition for Detection and Analysis,3,      W2W3W4,      DELTA台達322／容量28,森川響二朗KYOJIRO MORIKAWA, ,/Offered in English,2,       , ,
11110NEMS588000,            光譜學與光學量測分析Spectroscopic and Optical Detection and Analysis,3,      W5W6W7,      DELTA台達321／容量28,北森武彥Takehiko Kitamori, ,/Offered in English,0,       , ,
11110NEMS600000,            論文研究Thesis,0,,,指導教授, ,限奈微所碩二以上同學，Selectable after successfully completing first year's coursework 排除奈微所碩士班1年級,12,       , ,
11110NEMS800000,            論文研究Thesis,0,,,指導教授, ,限奈微所博二以上同學，Selectable after successfully completing first year's coursework 排除奈微所博士班1年級,2,       , ,
11110NES 500000,            專題演講Colloquium,0,      W7W8,      ESS工科NE69／容量240,"藍貫哲LAN, KUAN-CHE",70,核工所優先，第3次選課起開放全校修習,23,       , ,
11110NES 507000,            核能後端營運Management of Nuclear Backend,3,      F5F6F7,      LTM綠能201／容量35,"黃慶村HUANG, CHING-TSUEN", ,,4,       , ,
11110NES 510900,            能源政策與原子能法專題能源研究Energy Policy and Special Topics of Nuclear Law,2,      M5M6,      LTM綠能201／容量35,"陳春生CHEN, CHUN-SHENG", ,,4,       , ,
11110NES 523000,            輻射生物學Radiation Biology,3,      R5R6R7,      LTM綠能202／容量35,聘任中, ,新聘教師陳芳馨副教授 (跨領域)醫學物理學分學程,9,       , ,
11110NES 524000,            輻射劑量學Radiation Dosimetry,3,      T2T3T4,      LTM綠能202／容量35,"蔡惠予TSAI, HUI-YU", ,/Offered in English (跨領域)醫學物理學分學程,4,       , ,
11110NES 525300,            放射治療物理實驗Radiation Therapy Physics Laboratory Course,2,      T6T7T8T9,      LTM綠能202／容量35,"王駿瑋WANG, CHUN-WEI林昌勳LIN, CHANG-SHIUN",8,須先修過「放射治療物理」始得選修本門課 (跨領域)醫學物理學分學程,1,       ,   擋修對象 : 全校   先修科目 : 放射治療物理學-成績需B-以上上述條件一定要有，則不擋修。,
11110NES 525500,            醫學影像物理學二Medical Imaging Physics II,3,      M2M3M4,      LTM綠能202／容量35,馮凊媺CHING-MEI FENG, ,/Offered in English 面授+非同步遠距教學 (跨領域)醫學物理學分學程,3,       ,   擋修對象 : 全校   先修科目 : 醫學影像物理學-成績需B-以上上述條件一定要有，則不擋修。,
11110NES 525700,            臨床質子放射治療實務Practical Proton Beam Therapy,3,      R3R4Rn,      LTM綠能202／容量35,"陳俊丞CHEN, CHIN-CHENG",50,同步遠距課程 (跨領域)醫學物理學分學程,5,       , ,
11110NES 525800,            解剖生理學Anatomy and physiology,3,      F5F6F7,      LTM綠能202／容量35,"劉昌憲LIU, CHANG-HSIEN", ,(跨領域)醫學物理學分學程,3,       , ,
11110NES 541000,            反應器工程Nuclear Reactor Engineering,3,      W3W4F3F4,      LTM綠能203／容量35,"陳紹文CHEN, SHAO-WEN", ,/Offered in English 本課程上150分鐘，其餘時間由教授彈性運用 (跨領域)先進能源研究生學分學程,0,       , ,
11110NES 563000,            材料輻射損傷Radiation Damage in Materials,3,      T5T6F5F6,      LTM綠能203／容量35,"藍貫哲LAN, KUAN-CHE", ,/Offered in English 本課程上150分鐘，其餘時間由教授彈性運用,6,       , ,
11110NES 598003,            書報討論Seminar,1,      W5W6,      LTM綠能202／容量35,聘任中,25,/Offered in English 反應器物理暨輻射應用組，新進教師陳芳馨老師,8,       , ,
11110NES 598004,            書報討論Seminar,1,      W5W6,      ESS工科 502／容量60,"馮玉明FERNG, YUH-MING",25,/Offered in English 反應器工程組,3,       , ,
11110NES 598005,            書報討論Seminar,1,      W5W6,      LTM綠能203／容量35,"陳紹文CHEN, SHAO-WEN", ,/Offered in English 反應器工程組為主，歡迎各組同學參加,8,       , ,
11110NES 698000,            論文研究Thesis,0,,,指導教授, ,限核工所碩二以上同學，Selectable after successfully completing first year's coursework 排除核工所碩士班1年級,11,       , ,
11110NES 999000,            論文研究Thesis,0,,,指導教授, ,限核工所博二以上同學，Selectable after successfully completing first year's coursework 排除核工所博士班1年級,1,       , ,
NUCL　原科院 College of Nuclear Science,,,,,,,,,,,
11110PE  111001,            大一體育Physical Education,0,      M5M6,,"吳德成WU, TE-CHENG", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限數學系大學部1年級,0,       , ,
11110PE  111002,            大一體育Physical Education,0,      M5M6,,"林國威LIN, KUO-WEI", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限醫環系大學部1年級,1,       , ,
11110PE  111003,            大一體育Physical Education,0,      M5M6,,"李大麟LEE, TA-LIN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限工科系大學部1年級清班,0,       , ,
11110PE  111004,            大一體育Physical Education,0,      M5M6,,"鄭為仁CHENG, WEI-JEN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限工科系大學部1年級華班,0,       , ,
11110PE  111005,            大一體育Physical Education,0,      M5M6,,"李柏均LEE, PO-CHUN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限物理系大學部1年級,0,       , ,
11110PE  111006,            大一體育Physical Education,0,      M5M6,,"徐志翔HSU, CHIH-HSIANG", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限化學系大學部1年級,0,       , ,
11110PE  111007,            大一體育Physical Education,0,      M5M6,,陳國華TAN KOK HWA, ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限原科院學士班大學部1年級,0,       , ,
11110PE  111008,            大一體育Physical Education,0,      M5M6,,"周宜辰CHOU, YI-CHEN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限理學院學士班大學部1年級,0,       , ,
11110PE  111009,            大一體育Physical Education,0,      M5M6,,"張祐華CHANG, YU-HUA", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限經濟系大學部1年級清班,0,       , ,
11110PE  111010,            大一體育Physical Education,0,      M5M6,,"劉振華FIU, CHEN-HUA", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限經濟系大學部1年級華班,0,       , ,
11110PE  111011,            大一體育Physical Education,0,      M7M8,,"張祐華CHANG, YU-HUA", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限計財系大學部1年級,0,       , ,
11110PE  111012,            大一體育Physical Education,0,      M7M8,,"李柏均LEE, PO-CHUN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限人社院學士班大學部1年級清班,0,       , ,
11110PE  111013,            大一體育Physical Education,0,      M7M8,,"劉振華FIU, CHEN-HUA", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限人社院學士班大學部1年級華班,0,       , ,
11110PE  111014,            大一體育Physical Education,0,      M7M8,,"戴偉國TAI, WEI-KUO", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限外語系大學部1年級,0,       , ,
11110PE  111015,            大一體育Physical Education,0,      M7M8,,"鄭為仁CHENG, WEI-JEN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限中文系大學部1年級,0,       , ,
11110PE  111016,            大一體育Physical Education,0,      M7M8,,"梁嘉文LIANG,CHIA-WEN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限科管院學士班大學部1年級,0,       , ,
11110PE  111017,            大一體育Physical Education,0,      M7M8,,"周宜辰CHOU, YI-CHEN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限清華學院學士班大學部1年級,0,       , ,
11110PE  111018,            大一體育Physical Education,0,      F5F6,,"張祐華CHANG, YU-HUA", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限國際學士班大學部1年級,0,       , ,
11110PE  111019,            大一體育Physical Education,0,      F5F6,,聘任中,50,"第1堂課集合地點email通知,校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限國際學士班大學部1年級",0,       , ,
11110PE  111020,            大一體育Physical Education,0,      F5F6,,"戴偉國TAI, WEI-KUO", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限化工系大學部1年級,0,       , ,
11110PE  111021,            大一體育Physical Education,0,      F5F6,,"簡敏惠CHIEN, MIN-HUI", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限工工系大學部1年級,0,       , ,
11110PE  111022,            大一體育Physical Education,0,      F5F6,,"林琨瀚LIN, KUN-HAN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限材料系大學部1年級清班,0,       , ,
11110PE  111023,            大一體育Physical Education,0,      F5F6,,聘任中, ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限材料系大學部1年級華班,0,       , ,
11110PE  111024,            大一體育Physical Education,0,      F5F6,,"施惠方SZU, HUI-FANG", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限動機系大學部1年級清班,0,       , ,
11110PE  111025,            大一體育Physical Education,0,      F5F6,,"謝文偉HSIEH, WEN-WEI", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限動機系大學部1年級華班,0,       , ,
11110PE  111026,            大一體育Physical Education,0,      F5F6,,"許仁豪HSU,JEN-HAO", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限工學院學士班大學部1年級,0,       , ,
11110PE  111027,            大一體育Physical Education,0,      F7F8,,"王嬿婷WANG, YEN-TING", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限電資院學士班大學部1年級,0,       , ,
11110PE  111028,            大一體育Physical Education,0,      F7F8,,"施惠方SZU, HUI-FANG", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限資工系大學部1年級清班,0,       , ,
11110PE  111029,            大一體育Physical Education,0,      F7F8,,聘任中, ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限資工系大學部1年級華班,0,       , ,
11110PE  111030,            大一體育Physical Education,0,      F7F8,,"林琨瀚LIN, KUN-HAN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限資工系大學部1年級梅班,0,       , ,
11110PE  111031,            大一體育Physical Education,0,      F7F8,,"戴偉國TAI, WEI-KUO", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限電機系大學部1年級清班,0,       , ,
11110PE  111032,            大一體育Physical Education,0,      F7F8,,"謝文偉HSIEH, WEN-WEI", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限電機系大學部1年級華班,0,       , ,
11110PE  111033,            大一體育Physical Education,0,      F7F8,,"劉振華FIU, CHEN-HUA", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限醫科系大學部1年級,0,       , ,
11110PE  111034,            大一體育Physical Education,0,      F7F8,,"簡敏惠CHIEN, MIN-HUI", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限生科系大學部1年級,0,       , ,
11110PE  111035,            大一體育Physical Education,0,      F7F8,,"許仁豪HSU,JEN-HAO", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限生科院學士班大學部1年級,0,       , ,
11110PE  111036,            大一體育Physical Education,0,      M5M6,,"曾鈺婷TSENG, YU-TING", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限運科系大學部1年級,0,       , ,
11110PE  111037,            大一體育Physical Education,0,      M5M6,,"高子人KAO,TZU-JEN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限教科系大學部1年級,0,       , ,
11110PE  111038,            大一體育Physical Education,0,      M7M8,,"何吉星HE,CHI-HSING", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限幼教系大學部1年級,0,       , ,
11110PE  111039,            大一體育Physical Education,0,      M7M8,,"高子人KAO,TZU-JEN", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限特教系大學部1年級,0,       , ,
11110PE  111040,            大一體育Physical Education,0,      M7M8,,"王嬿婷WANG, YEN-TING", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限教育學院學士班大學部1年級,0,       , ,
11110PE  111041,            大一體育Physical Education,0,      F5F6,,"林家傑LIN, CHIA-CHIEH", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限英教系大學部1年級,0,       , ,
11110PE  111042,            大一體育Physical Education,0,      F5F6,,"王俊盛WANG, CHUN-SHENG", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限心諮系大學部1年級,0,       , ,
11110PE  111043,            大一體育Physical Education,0,      F7F8,,"林家傑LIN, CHIA-CHIEH", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限藝術學院學士班大學部1年級,0,       , ,
11110PE  111044,            大一體育Physical Education,0,      F7F8,,"余成煌YU, CHEN-HUANG", ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限藝設系大學部1年級清班,0,       , ,
11110PE  111045,            大一體育Physical Education,0,      F7F8,,聘任中, ,集合地點email通知。校友館上羽球課請備乾淨室內鞋;重大或特殊傷病者請主動說明 限藝設系大學部1年級華班,0,       , ,
11110PE  111046,            大一體育Physical Education,0,      F7F8,,"王俊盛WANG, CHUN-SHENG", ,"集合地點email通知,擇期補課。重大或特殊傷病者請主動說明 限音樂系大學部1年級",0,       , ,
11110PE  205001,            核心肌力Core Strength,0,      M1M2,      alum Gym校友PE館／容量100,"李柏均LEE, PO-CHUN",36,須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205002,            桌球初學Ping pong(basic),0,      M1M2,      Old Gym桌球場／容量100,"鄭兆光ZHENG, ZHAO-GUANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205003,            游泳初學Swimming(basic),0,      M1M2,      SWIM Pl.游泳池／容量100,"徐志翔HSU, CHIH-HSIANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205004,            游泳初學Swimming(basic),0,      M3M4,      SWIM Pl.游泳池／容量100,"李大麟LEE, TA-LIN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205005,            核心肌力Core Strength,0,      M3M4,      alum Gym校友PE館／容量100,"李柏均LEE, PO-CHUN",36,須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205006,            桌球初學Ping pong(basic),0,      M3M4,      Old Gym桌球場／容量100,"鄭兆光ZHENG, ZHAO-GUANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205007,            重量訓練Weight Training,0,      M3M4,      WT Rm.重訓室／容量100,"周宜辰CHOU, YI-CHEN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205008,            慢壘Softball,0,      M3M4,      Stadium棒球場／容量100,"徐志翔HSU, CHIH-HSIANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205009,            跆拳道Tae kwon do,0,      M5M6,      PEC柔道教室／容量50,"戴偉國TAI, WEI-KUO",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205010,            射擊初學Shooting,0,      M5M6,,"葉志俊YEH, CHIH-CHUN",20,訓練地點為風雲樓B1。患有重大傷病或特殊病史同學請主動提出《不接受加簽 No extra selection》         ,19,       , ,
11110PE  205011,            核心肌力Core Strength,0,      M7M8,      Dance Rm舞蹈教室／容量40,"林國威LIN, KUO-WEI",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205012,            射擊初學Shooting,0,      M7M8,,"葉志俊YEH, CHIH-CHUN",20,訓練地點為風雲樓B1。患有重大傷病或特殊病史同學請主動提出《不接受加簽 No extra selection》         ,20,       , ,
11110PE  205013,            桌球初學Ping pong(basic),0,      T1T2,      Old Gym桌球場／容量100,"鄭兆光ZHENG, ZHAO-GUANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205014,            健走體適能Exercise walking and Physical fitness,0,      T1T2,      Stadium田徑場／容量100,"張祐華CHANG, YU-HUA",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205015,            核心肌力Core Strength,0,      T1T2,      Dance Rm舞蹈教室／容量40,"林國威LIN, KUO-WEI",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205016,            籃球進階Basketball(advance),0,      T1T2,      Gym體育館2F／容量100,"謝文偉HSIEH, WEN-WEI",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205017,            桌球初學Ping pong(basic),0,      T3T4,      Old Gym桌球場／容量100,"鄭兆光ZHENG, ZHAO-GUANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205018,            游泳初學Swimming(basic),0,      T3T4,      SWIM Pl.游泳池／容量100,"李大麟LEE, TA-LIN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,35,       , ,
11110PE  205019,            排球Volleyball,0,      T3T4,      Gym體育館2F／容量100,"施惠方SZU, HUI-FANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205020,"            速度、敏捷及反應訓練Speed, agility and quickness training",0,      T3T4,      Stadium田徑場／容量100,"張祐華CHANG, YU-HUA",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205021,            重量訓練Weight Training,0,      T3T4,      WT Rm.重訓室／容量100,"周宜辰CHOU, YI-CHEN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205022,            定向越野Orienteering,0,      T3T4,      Stadium田徑場／容量100,"余杰霖YU, CHIEH-LIN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205023,            太極拳中級Tai Chi (Intermediate),0,      T3T4,      PEC柔道教室／容量50,"張耀庭CHANG, YAO-TING",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,19,       , ,
11110PE  205024,            羽球初學Badminton,0,      T3T4,      alum Gym校友PE館／容量100,"許仁豪HSU,JEN-HAO",32,須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,32,       , ,
11110PE  205025,            網球進階Tennis(advance),0,      T5T6,      Stadium網球場／容量100,"鄭為仁CHENG, WEI-JEN",30,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,30,       , ,
11110PE  205026,            足球女football,0,      T5T6,      Stadium足球場／容量100,方靖仁靖仁,36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。 限女生,36,       , ,
11110PE  205027,            羽球進階Badminton(advance),0,      T5T6,      alum Gym校友PE館／容量100,"許仁豪HSU,JEN-HAO",32,須著乾淨室內運動鞋。患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,32,       , ,
11110PE  205028,            桌球初學Ping pong(basic),0,      T5T6,      Old Gym桌球場／容量100,"吳德成WU, TE-CHENG",30,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,30,       , ,
11110PE  205029,            重量訓練Weight Training,0,      T5T6,      WT Rm.重訓室／容量100,"周宜辰CHOU, YI-CHEN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205030,            瑜珈Yoga,0,      T5T6,      Dance Rm舞蹈教室／容量40,"張介CHANG, CHIEH",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205031,            游泳進階Swimming(advance),0,      T5T6,      SWIM Pl.游泳池／容量100,"李大麟LEE, TA-LIN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205032,            太極拳Tai Chi,0,      T5T6,      PEC柔道教室／容量50,"張耀庭CHANG, YAO-TING",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205033,            定向越野Orienteering,0,      T5T6,      Stadium田徑場／容量100,"余杰霖YU, CHIEH-LIN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205034,            高爾夫球Golf,0,      T5T6,,"謝文偉HSIEH, WEN-WEI",26,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。前三堂在視聽教室，須自付保險及練習費。,26,       , ,
11110PE  205035,            棒球Baseball,0,      T5T6,      Stadium棒球場／容量100,"林琨瀚LIN, KUN-HAN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205036,            網球進階Tennis(advance),0,      T7T8,      Stadium網球場／容量100,"鄭為仁CHENG, WEI-JEN",30,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,30,       , ,
11110PE  205037,            足球男football,0,      T7T8,      Stadium足球場／容量100,"張凱翔CHANG, KAI-HSIANG",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。 限男生,36,       , ,
11110PE  205038,            棒球Baseball,0,      T7T8,      Stadium棒球場／容量100,"林琨瀚LIN, KUN-HAN",36,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,36,       , ,
11110PE  205039,            桌球初學Ping pong(basic),0,      T7T8,      Old Gym桌球場／容量100,"吳德成WU, TE-CHENG",30,患有重大傷病或特殊病史之同學，請主動向授課老師說明以提供協助。,30,       , ,
