0,1,2,3,4,5,6,7,8
11110JAD 429400,現代水墨創作一Modern Chinese Ink Painting I,"吳鎮中WU, CHEN-CHUNG",W6W7,50,26,24,0,
11110JAD 431300,設計畢業製作一Graduate Project in Design Ⅰ,指導教授,S2S3,40,40,0,0,
11110JAD 431400,畢業展演實務一Graduate Exhibition Practice Ⅰ,"施富錡SHIH, FU-CHI謝翠如HSIEH, TSUEI-JU",F3F4,40,40,0,0,
11110JAD 438100,塑膠與動力設計Plastic and Dynamic Design,"許文龍HSU, WEN-LUNG",F5F6,25,9,16,0,
11110JAD 438200,模製陶瓷與產業實務Ceramics Model Making and Industry,"林瑞龍LIN,JUI-LUNG",R7R8,30,10,20,0,
11110JAD 438300,傢俱製作與產業實務Furniture Production and Industry,"李允文LEE, YUN-WEN",R5R6,25,12,13,0,
11110JAD 438400,珠寶產業實務Practice of Jewelry Industry,"蘇筱婷SU, HSIAO-TING",T3T4,35,8,27,0,
11110JAD 438500,玻璃與科技Glass and Technology,"蕭銘芚SHIAU, MING-TWEN",M5M6,30,3,27,0,
11110JAD 442600,藝術治療Art Therapy,"高榮禧KAO, JUNG-HSI",R5R6,60,31,29,0,
11110JAD 510100,研究方法導論Introduction to Research Methodology,"張琳CHANG, LIN",R2R3R4,12,3,9,2,
11110JAD 510200,學術寫作Academic Writing,"余季音Yu, Chi-Ying",T6,15,3,12,3,
11110JAD 515100,藝術治療專題研究Art Therapy Research Topics,"高榮禧KAO, JUNG-HSI",T8T9Ta,12,1,11,2,
11110JAD 515200,質的研究法Qualitative Research Methods,"余季音Yu, Chi-Ying",T2T3T4,12,3,9,2,
11110JAD 515300,藝術鑑賞教學研究Study of Art Appreciation Instruction,"張家霖CHANG, CHIA-LIN",WaWbWc,12,2,10,2,
11110JAD 515500,美學專題研究Study of Aesthetics,"劉京璇LIU, CHING-HSUAN",RaRbRc,12,3,9,1,
11110JAD 515700,藝術史研究方法Research  Methodology on History of Art,"張琳CHANG, LIN",W5W6W7,12,4,8,1,
11110JAD 520100,創作研究方法與學術寫作一Methodology of Art Research and Writing I,"謝鴻均SHIEH, HONG-JUIN",W7W8,20,0,20,1,
11110JAD 525100,當代藝術研究Study of Contemporary Art,"謝鴻均SHIEH, HONG-JUIN",W2W3W4,20,7,13,0,
11110JAD 525400,創作專題：當代視覺文化與創作研究Research Topics of Visual Art: Contemporary Visual Culture Theories,"張晴文CHANG, CHING-WEN",T2T3T4,12,0,12,0,
11110JAD 525500,創作專題：藝術觀點與實踐Research Topics of Visual Art: View Points and Practice,"梁莉苓LIANG, LI-LING",M7M8M9,12,2,10,0,
11110JAD 530100,設計研究方法與學術寫作Research Methodology on Design & Academic Writing,"謝翠如HSIEH, TSUEI-JU",W3W4,18,0,18,4,
11110JAD 530200,英文學術寫作一Academic  English Writing I,"蔡慧瑾TSAI, HUI-CHIN",R3R4,18,0,18,3,
11110JAD 535400,金屬藝術與設計研究一Study of Metal Arts & Design I,"黃照津HUANG,JAW-JIN",W5W6W7,20,0,20,3,
11110JAD 536900,專題研究工作坊(A)Workshop of Special Study-A,"江怡瑩CHIANG, I-YING",F2F3F4,25,6,19,2,
11110JAD 610000,論文研究Thesis,指導教授, ,無限制,7,無限制,0,
11110JAD 610400,論文研討二Seminar on Thesis (II),"余季音Yu, Chi-Ying",W8,12,11,1,1,
11110JAD 616000,藝術與美感經驗專題研究Study of Artistic and Aesthetic Experience,"余季音Yu, Chi-Ying",R5R6R7,12,4,8,1,
11110JAD 616400,宗教藝術專題研究Study of Religious Art,"高榮禧KAO, JUNG-HSI",T2T3T4,18,10,8,2,
11110JAD 625800,中國藝術史專題研究Study of Chinese Art History,"胡以誠HU, YI-CHENG",R5R6R7,12,1,11,1,
11110JAD 625900,跨領域藝術專題研究Research of Interdisciplinary Art,陳怡潔CHEN YI-CHIEH,F5F6F7,20,4,16,1,
11110JAD 626000,創作專題：分析與命題Research Topics of Visual Art: Analysis and Proposition,"謝鴻均SHIEH, HONG-JUIN",T6T7T8,20,3,17,0,
11110JAD 626200,繪畫：符號與文化Painting: Semiotics and Culture,"黃銘祝HUANG, MING-CHU",F2F3F4,20,1,19,1,
11110JAD 626300,裝置藝術創作研究Study of Installation Art,"梁莉苓LIANG, LI-LING彭佳慧PENG,JIA-HUEI",R8R9Ra,15,3,12,0,
11110JANT510100,科技文化導論Introduction to Techno Culture,"潘正育PAN, CHENG-YU",R7R8R9,20/10,0,20,3,
11110JANT510200,研究理論與方法Research Theories and Methods,"邱誌勇CHIU, CHIH-YUNG",W2W3W4,20/10,0,20,3,
11110JANT510300,虛擬實境藝術科技Virtual Reality Art Technologies,"柯宜均KO, YI-CHUN",W5W6W7,12/10,0,12,3,
11110JANT520100,行動與穿戴式科技Mobile and Wearable Application Design and Programming,"游創文YOU, CHUANG-WEN",R3R4Rn,15/10,0,15,1,
11110JITA110800,計算機程式設計Introduction to Programming,"游創文YOU, CHUANG-WEN",T7T8T9,35/30,3,32,4,
11110JITA111000,數位美學Digital aesthetics,"邱誌勇CHIU, CHIH-YUNG",MnM5M6,35/30,4,31,0,
11110JITA210900,微電腦互動創作Interactive Design using Microcomputer,"游創文YOU, CHUANG-WEN",R7R8R9,30,20,10,0,
11110JITA211000,音像藝術創作Audio Visual Art,"葉廷皓YEH,TING-HAO",T7T8T9,30,25,5,0,
11110JITA211300,"互動影像程式設計Interactive Image Programming (Processing, Drawing and Animation)","江振維CHIANG, CHEN-WEI",F7F8F9,35,26,9,0,
11110JITA220100,動力裝置藝術Kinetic art installation,"盂施甫YU, SHIH-FU",M7M8M9,20,17,3,0,
11110JITA220200,生物科技與藝術Biotechnology and Art,曹存慧THERESA TSUN-HUI TSAO,WnW5W6,15,8,7,0,
11110JITA220700,動態影像程式設計Ｍotion Graphics Programming and Design,"陳依純CHEN, I-CHUN",T3T4Tn,35,18,17,1,
11110JITA230700,網路媒體創作Internet-mediated Art,"潘正育PAN, CHENG-YU",W7W8W9,30,5,25,2,
11110JITA230800,科技文化研究Techno-culture Studies,"潘正育PAN, CHENG-YU",MnM5M6,30,7,23,0,
11110JITA310100,科技藝術實習Internship of arts in technology,"邱誌勇CHIU, CHIH-YUNG",S1S2,30,12,18,0,
11110JITA320200,人工智慧Introduction to Artificial Intelligence,"吳中浩WU, CHUNG-HAO",R3R4Rn,30,14,16,0,
11110JITA320400,互動科技與藝術專題Projects in Interactive and Techart,"蔡奇宏TSAI, CHI-HUNG",F7F8F9,8,8,0,0,
11110JITA320500,生物科技與藝術專題Projects in BioArt,曹存慧THERESA TSUN-HUI TSAO,F7F8F9,8,8,0,0,
11110JITA320600,虛擬實境與藝術專題Projects in Virtual Reality and Art,"柯宜均KO, YI-CHUN",F7F8F9,8,8,0,0,
11110JITA330200,"互動建築Space, Architecture and Art","姚仲涵YAO, CHUNG-HAN",R7R8R9,30,18,12,1,
11110JITA410100,畢業製作一Graduation Project I,指導教授,S3S4Sn,無限制,23,無限制,0,
11110JMU 100101,音樂基礎訓練一MusicianshipⅠ,"馮麗朱FENG,LI-CHU",T1T2,0,0,0,0,
11110JMU 100102,音樂基礎訓練一MusicianshipⅠ,"馮麗朱FENG,LI-CHU",T3T4,0,0,0,0,
11110JMU 100103,音樂基礎訓練一MusicianshipⅠ,"馮麗朱FENG,LI-CHU",T5T6,0,0,0,0,
11110JMU 100301,基礎和聲學一Tonal HarmonyⅠ,"馮麗朱FENG,LI-CHU",F5F6,0,0,0,0,
11110JMU 100302,基礎和聲學一Tonal HarmonyⅠ,"施梅紛SHIH, MEI-FEN",F5F6,0,0,0,0,
11110JMU 100700,兒童樂隊組訓Teaching Elementary Music Band,"楊佈光YANG, BU-KUANG",W3W4,25,8,17,0,
11110JMU 100800,主修Major Music Instruction,授課教師,S1,無限制,118,無限制,0,
11110JMU 101300,跨領域表演技巧一Interdisciplinary Performing TechniqueⅠ,張育嘉Jocelyn Yuchia Chang,M5M6,20,3,17,3,
11110JMU 101500,四手聯彈Piano Duet,"程瓊瑩CHENG, CHIUNG-YING",S5S6,20,7,13,1,
11110JMU 102100,管絃樂合奏Orchestra,"黃東漢HUANG,TON-HAN",MaMbWaWb,無限制,73,無限制,0,
11110JMU 102300,管樂合奏Wind Ensemble,"鄭哲男CHENG, CHE-NAN",RaRbRc,無限制,25,無限制,0,
11110JMU 102500,絃樂合奏String Ensemble,"許詠傑HSU,YUNG-CHIEH",S7S8S9,無限制,31,無限制,0,
11110JMU 102701,合唱(增開)Chorus,"楊宜真YANG, I-CHEN",R7R8,無限制,15,無限制,0,
11110JMU 102702,合唱Chorus,"楊宜真YANG, I-CHEN",R5R6,無限制,31,無限制,0,
11110JMU 102900,選修樂器一Elective: Instrument/ Voice /Composition I,授課教師,S2,無限制,9,無限制,0,
11110JMU 103100,直笛合奏一Recorder Ensemble Ⅰ,"楊佈光YANG, BU-KUANG",W5W6,40,14,26,0,
11110JMU 103300,擊樂室內樂Chamber Music: Percussion,"張覺文CHANG, JUIE-WEN",W7W8,10,4,6,1,
11110JMU 104100,文藝復興木笛樂團Renaissance Recorder Consort,"陳孟亨CHEN, MENG-HENG",T9Ta,15,7,8,0,
11110JMU 104501,室內樂Chamber Music,"婭力木許詠傑HSU,YUNG-CHIEH",S3S4,0,0,0,0,
11110JMU 104502,室內樂Chamber Music,"鄭哲男CHENG, CHE-NAN",S3S4,0,0,0,0,
11110JMU 104503,室內樂Chamber Music,徐子儀HSU TZU YI,S3S4,0,0,0,0,
11110JMU 104504,室內樂Chamber Music,"蔡秉璋TSAI, PING-CHANG",S3S4,0,0,0,0,
11110JMU 104505,室內樂Chamber Music,"大下詩央OHSHITA, SHIO",S3S4,0,0,0,0,
11110JMU 104600,達克羅士教學法Dalcroze Method,"謝鴻鳴SHIEH, HONG-MING",R3R4,40,4,36,0,
11110JMU 104700,語韻學一Diction Ｉ,"王秋雯WANG, CHIU-WEN",R3R4,40,2,38,0,
11110JMU 104900,音樂科技導論Introduction to Music Technology,"陳欣蕾CHEN, HSIN-LEI",M5M6,40,7,33,0,
11110JMU 200101,音樂基礎訓練三Musicianship III,蘇開儀KAI-I SU,W3W4,40,20,20,0,
11110JMU 200102,音樂基礎訓練三Musicianship III,蘇開儀KAI-I SU,W5W6,40,14,26,0,
11110JMU 200300,高級和聲學一Advanced Harmony I,"張琇琇CHANG,HSIU-HSIU",R3R4,40,26,14,0,
11110JMU 200500,對位法一Counterpoint I,"周久渝CHOU, CHIU-YU",T3T4,40,38,2,0,
11110JMU 200700,西洋音樂史一History of Western Music I,"沈雕龍SHEN, DIAU-LONG",M3M4,50,43,7,1,
11110JMU 201300,鍵盤和聲Keyboard Harmony,"施梅紛SHIH, MEI-FEN",F7F8,16,12,4,0,
11110JMU 201800,弦樂作品研究String Literature,"蔡秉璋TSAI, PING-CHANG",M7M8,20,18,2,1,
11110JMU 201900,管樂作品研究Wind Literature,"洪千智HUNG,CHIEN-CHIH",T5T6,40,8,32,0,
11110JMU 202300,編創劇場一(增開)Devised Theatre I,張育嘉Jocelyn Yuchia Chang,M7M8M9,20,8,12,0,
11110JMU 202500,直笛合奏三Recorder Ensemble  III,"楊佈光YANG, BU-KUANG",M5M6,40,7,33,0,
11110JMU 203700,選修樂器三Selected Instrument/Voice III,授課教師,S2,40,18,22,0,
11110JMU 300100,對位法三(增開)Counterpoint III,"蘇凡凌SU, FAN-LING",T5T6,40,36,4,0,
11110JMU 300500,曲式與分析一Musical Forms and Analysis I,"周久渝CHOU, CHIU-YU",M5M6,40,40,0,0,
11110JMU 301300,台灣音樂史History of Taiwanese Music,"楊佈光YANG, BU-KUANG",M3M4,40,13,27,0,
11110JMU 301400,指揮法一Conducting Technique I,"黃東漢HUANG,TON-HAN",W7W8,45,12,33,0,
11110JMU 301600,西洋音樂史三History of Western Music III,"沈雕龍SHEN, DIAU-LONG",T3T4,50,40,10,1,
11110JMU 301700,鋼琴作品研究一Piano Literature I,"璩雅文CHYU , YA-WEN",F5F6,30,14,16,0,
11110JMU 301800,亞力山大技巧一Alexander Technique Ⅰ,"羅潤蘋LO, JUN-PING",F3F4,25,15,10,0,
11110JMU 302200,選修樂器五Selected Instrument/Voice V,授課教師,S2,40,12,28,0,
11110JMU 302700,鋼琴伴奏與實務一(增開)Piano Accompanying and Practice I,"黃佳瑩HUANG, CHIA-YING",W5W6,30,6,24,1,
11110JMU 303400,數字低音理論與實踐一Theory and Practice of Figure Bass I,"蔡佳璇TSAI, CHIA-HSUAN",M7M8,40,2,38,0,
11110JMU 303601,鋼琴調音與基本維修Piano Tuning and Repair,許簡雙益HSU CHIEN SHUANG I,W1W2,15,14,1,0,
11110JMU 303602,鋼琴調音與基本維修Piano Tuning and Repair,許簡雙益HSU CHIEN SHUANG I,W3W4,15,15,0,0,
11110JMU 304100,音樂與文化Music and Culture,"沈雕龍SHEN, DIAU-LONG",T2,15,8,7,0,
11110JMU 400100,二十世紀音樂研究Research of 20th Century Music,"蘇凡凌SU, FAN-LING",T7T8,40,40,0,0,
11110JMU 400500,管弦樂法Orchestration,"陳欣蕾CHEN, HSIN-LEI",M3M4,40,12,28,0,
11110JMU 400700,曲式與分析三Musical Forms and Analysis III,"張琇琇CHANG,HSIU-HSIU",R5R6,40,10,30,1,
11110JMU 401700,選修樂器七Selected Instrument/Voice VII,授課教師,S2,無限制,11,無限制,0,
11110JMU 402100,流行音樂概論Introduction to Pop Music,"蘇郁惠SU, YU-HUEI",T5T6,0,0,0,0,
11110JMU 402300,音樂治療一Music Therapy I,"張乃文CHANG,NAI-WEN",F1F2,40,27,13,4,
11110JMU 500900,主修Major Music Instruction,授課教師,S1,無限制,25,無限制,0,
11110JMU 501000,曲式與風格研究Research on Form and Style,"周久渝CHOU, CHIU-YU",M3M4,40,11,29,3,
11110JMU 501600,客家山歌與八音研究一Research on Hakka Mountain Songs & Hakka Ba-Yin (Eight Sounds) I,"楊佈光YANG, BU-KUANG",F3F4,15,7,8,1,
11110JMU 502300,演奏實踐問題之探討一Performance PracticeⅠ,聘任中,R3R4,20,14,6,4,
11110JMU 503300,鋼琴教學經營與實務一Practical Piano Teaching and Career Management,"王雨茵WANG, YU-YIN",W7W8,40,13,27,2,
11110JMU 503900,表演技巧與舞台動作Acting and Stage Movement,"劉淑英LIU, SHU-YING",R7R8,25,4,21,2,
11110JMU 504500,論文研究Thesis,指導教授, ,無限制,15,無限制,0,
11110JMU 504600,巴洛克音樂理論與詮釋一Baroque Music: Performance and Practice  Interpretation I,"陳孟亨CHEN, MENG-HENG",T7T8,20,6,14,3,
11110JMU 505800,音樂學的理論與方法Theory and Methodology of Musicology,"沈雕龍SHEN, DIAU-LONG",M5M6M7,15,6,9,1,
11110JMU 505900,藝術書寫專題--碩士論文寫作指導Seminar in Thesis Writing,王文儀WEN-YI WANG,T3T4,0,0,0,0,
11110JMUN503000,論文Thesis,指導教授, ,無限制,0,無限制,0,
11110KCSN600700,論文Thesis,指導教授, ,35,0,35,0,
11110KEC 405100,台灣歷史History of Taiwan,"江天健CHIANG, TIEN-CHIEN",R7R8R9,50,1,49,0,
11110KEC 500300,環境教育研究的分析與評論Environmental Education: Theory and Practice,"曾慈慧TSENG, TZU-HUI",T2T3T4,40,10,30,3,
11110KEC 500400,環境資源管理專論Issues of Environmental and Resource Management,"闕雅文CHUEH, YA-WEN胡均立HU, JIN-LI",M5M6M7,50,3,47,2,
11110KEC 500800,"食物、環境與文化Food, Environment and Culture","張瑋琦CHANG, WEI-CHI",WaWbWc,48,2,46,2,
11110KEC 500900,地理資訊系統Geographic Information Systems,"丁志堅DING, TSU-JEN",W6W7W8,50,7,43,0,
11110KEC 502400,文化資產管理專論Special Topics on Cultural Heritage Management,"榮芳杰RONG, FANG-JAY",T6T7T8,40,3,37,1,
11110KEC 502900,環境與文化資源研究Special Topics on Environmental and Cultural Resources,"楊宗翰YANG, CHUNG-HAN",T9,35,22,13,3,
11110KEC 503100,國際環境治理與環境法專題Global Environmental Governance and Environmental Law,"楊宗翰YANG, CHUNG-HAN",TaTbTc,50,14,36,2,
11110KEC 602200,地方歷史文化研究Seminar on Local History and Culture,"江天健CHIANG, TIEN-CHIEN",MaMbMc,50,7,43,1,
11110KEC 602500,論文研究Thesis,指導教授, ,無限制,18,無限制,0,
11110KEC 602800,土地使用計劃Urban Land Use Planning,"黃書偉HUANG, SHU-WEI",W6W7W8,50,2,48,2,
11110KEC 603500,環境史與社會變遷專題研究Seminar in Environmental History and Social Change,"徐文路HSU, WEN-LU",R6R7R8,40,10,30,2,
11110KECN500200,環境管理與環境教育專題Issues of Environmental Management and Environmental Education,"闕雅文CHUEH, YA-WEN",MaMbMc,35,0,35,1,
11110KECN500500,文化保存與環境教育專論Seminar on Cultural Preservation and Environmental Education,"榮芳杰RONG, FANG-JAY",WaWbWc,50,6,44,1,
11110KECN501300,應用地理資訊系統融入教學專論Special topics on Application of GIS in teaching,"丁志堅DING, TSU-JEN",RaRbRc,48,6,42,0,
11110KECN502600,社區與社會學習研究Special Topics on Community and Social Cognitive,"黃書偉HUANG, SHU-WEI",Fa,15,9,6,1,
11110KECN602000,論文Thesis,指導教授, ,無限制,11,無限制,0,
11110KECN602100,E-STEAM環境為主的STEAM教育實踐E-STEAM educational practice,"曾慈慧TSENG, TZU-HUI",TaTbTc,15,7,8,1,
11110KEE 100100,教育心理學Educational Psychology,"周育如CHOU, YU-JU",W1W2,55/50,5,50,11,
11110KEE 100200,幼兒教保概論Foundation of Early Childhood Education and Care,"孫良誠SUN, LIANG-CHEN",W3W4,55/50,2,53,13,
11110KEE 100300,幼兒發展Child Development,"陳湘淳CHEN, HSIANG-CHUN",T3T4R3,55/50,1,54,11,
11110KEE 100500,幼兒繪本賞析與導讀Picture Books for Young Children,"陳文玲CHEN, WEN-LING",F2F3F4,48/45,1,47,8,
11110KEE 101500,創造性舞蹈教學Creative Dance for Young Children,"劉淑英LIU, SHU-YING",R1R2R4,50/45,0,50,8,
11110KEE 200100,特殊幼兒教育Special Education for Young Children,"鐘梅菁CHUNG, MEI-CHING",W7W8W9,48,44,4,0,
11110KEE 200200,幼兒園教保活動課程設計Curriculum Design for Early Childhood Education and Care,"曹亞倫TSAO, YA-LUN",R7R8R9,48,45,3,0,
11110KEE 200400,幼兒體能與律動Physical Education and Movement for Young Children,"劉淑英LIU, SHU-YING",R5R6,45,4,41,1,
11110KEE 200900,教育社會學Sociology of Education,"蘇永明SHU, YUNG-MING李孟翰LI, MENG-HAN",F3F4,55,42,13,0,
11110KEE 201900,幼兒發展專題研究Research on Child Development,"陳湘淳CHEN, HSIANG-CHUN",W2W3W4,45,16,29,0,
11110KEE 202400,專題研究一Undergraduate Research (I),指導教授,Sn,無限制,3,無限制,0,
11110KEE 300100,幼兒園課室經營Classroom Management in Preschool,"鍾欣穎CHUNG, SING-YIING",R3R4,50,44,6,0,
11110KEE 300300,幼兒健康與安全Health and Safety for Young Children,"鐘梅菁CHUNG, MEI-CHING余敏芝YU,MIIN-JY",M7M8M9,48,39,9,0,
11110KEE 300600,幼兒社會探究與情緒表達Social Studies and Emotional Expressions for Young Children,"周育如CHOU, YU-JU",F3F4,45,39,6,3,
11110KEE 301000,各國學前教育Early Childhood Education in Various Countries,"曹亞倫TSAO, YA-LUN",T2T3T4,45,26,19,0,
11110KEE 301700,嬰幼兒活動設計與環境規劃Curriculum Design and Learning Environment for Infants and Toddlers,"余敏芝YU,MIIN-JY",M2M3M4,45,29,16,0,
11110KEE 302000,幼兒多元文化教育Multicultural Education in Early Childhood,"辛靜婷HSIN, CHING-TING",R5R6,48,26,22,1,
11110KEE 302400,專題研究三Undergraduate Research (III),指導教授,Sn,無限制,8,無限制,0,
11110KEE 400100,幼兒劇專題製作Children's Theatre: Special Production,"劉淑英LIU, SHU-YING",WnW5W6,50,33,17,0,
11110KEE 400200,教保專業倫理Professional Ethics of Early Childhood Education and Care,"陳文玲CHEN, WEN-LING",M5M6,48,48,0,0,
11110KEE 400301,幼兒園教保實習Practicum in Preschool and Kindergarten,"陳文玲CHEN, WEN-LING",T1T2T3T4,40,6,34,0,
11110KEE 400302,幼兒園教保實習Practicum in Preschool and Kindergarten,"張菀真CHANG, WAN-CHEN",T1T2T3T4,32,31,1,0,
11110KEE 400700,器樂Instrumental Music,"張覺文CHANG, JUIE-WEN",W2W3W4,50,32,18,0,
11110KEE 401100,專題研究五Undergraduate Research (Ⅴ),指導教授,Sn,無限制,6,無限制,0,
11110KEE 401300,幼兒園英語融入教材教法Integrated English Teaching Materials and Methods for Young Children,"謝明芳HSIEH, MING-FANG",R2R3,50,33,17,0,
11110KEE 500100,兒童發展研究Advanced Studies in Child Development,"陳文玲CHEN, WEN-LING",R2R3R4,20,4,16,2,
11110KEE 500200,幼兒教育課程與教學研究Curriculum and Instruction in Early Childhood Education,"劉淑英LIU, SHU-YING",W7W8W9,20,4,16,1,
11110KEE 500300,教育統計Educational Statistics,"孫良誠SUN, LIANG-CHEN",M6M7M8,18,2,16,3,
11110KEE 500800,論文研究Thesis,指導教授, ,無限制,7,無限制,0,
11110KEE 500900,學前特教專題研究Early Childhood Special Education,"鐘梅菁CHUNG, MEI-CHING",T2T3T4,25,11,14,1,
11110KEE 501400,多元文化教育與課程研究(增開)Multicultural Education and Curriculum Studies,"辛靜婷HSIN, CHING-TING",T7T8T9,18,3,15,0,
11110KEE 600100,論文研討(增開)Seminar on Thesis,指導教授, ,無限制,1,無限制,0,
11110KEE 601800,幼兒語言發展專題研究Language Development of Young Children,"張菀真CHANG, WAN-CHEN",R5R6R7,18,9,9,1,
11110KEEN500800,論文Thesis,指導教授, ,無限制,16,無限制,0,
11110KEEN510100,幼兒教育課程與教學研究Curriculum and Instruction in Early Childhood Education,"陳文玲CHEN, WEN-LING",TaTbTc,25,0,25,6,
11110KEEN510200,兒童發展研究Advanced Studies in Child Development,"陳湘淳CHEN, HSIANG-CHUN",WaWbWc,25,0,25,7,
11110KEEN510300,教育統計Educational Statistics,"孫良誠SUN, LIANG-CHEN",TaTbTc,18,12,6,1,
11110KEEN600100,論文研討Seminar on Thesis,指導教授, ,無限制,4,無限制,0,
11110KEEN601000,幼兒田野研究Field Work Research with Young Children,"謝明芳HSIEH, MING-FANG",MaMbMc,25,13,12,5,
11110KEEN601800,幼兒語言發展專題研究Language Development of Young Children,"張菀真CHANG, WAN-CHEN",RaRbRc,25,10,15,2,
11110KEL 143000,戶外探索教學Instruction of Outdoor Adventure,"成虹飛CHERNG, HORN-FAY",F5F6,20/20,0,20,5,
11110KEL 150000,學習科技概論Introduction to Learning Technology,"王淳民WANG, CHUN-MIN",T3T4R3R4,48/45,3,45,9,
11110KEL 160000,教育概論Foundation of Education, ,M7M8M9,48/45,3,45,9,
11110KEL 180100,數學Mathematics,"林勇吉LIN, YUNG-CHI",F3F4,50/45,2,48,7,
11110KEL 182000,英語English,"余立棠YU, LI-TANG",W5W6,48/45,3,45,8,
11110KEL 210000,教學原理Teaching Principles,"陳美如CHEN, MEI-JU",T5T6,45,45,0,0,
11110KEL 210100,教育史History of Education,"彭煥勝PENG, HUAN-SHENG",R7R8R9,45,45,0,0,
11110KEL 222000,兒童發展與輔導Child Development and Guidance,"彭志業PENG, CHIH-YEH",R3R4,46,28,18,1,
11110KEL 223000,輔導原理與實務Principle and Practice of Guidance,"張惟亮CHANG, WEI-LIANG",M2M3M4,48,28,20,2,
11110KEL 230000,學校行政School Administration,"林志成LIN, CHIH-CHENG童鳳嬌TUNG, FENG-CHIAO",T7T8T9,48,18,30,1,
11110KEL 255000,3D動畫設計與製作3D Animation Design and Development,"邱富源CHIU, FU-YUAN吳佳芳WU, CHIA-FANG",W2W3W4,35,34,1,1,
11110KEL 271100,教育統計學Educational Statistics,"李元萱LEE, YUAN-HSUAN",M7M8M9,45,45,0,0,
11110KEL 280000,特殊教育導論Introduction to Special Education,"李翠玲LEE, TSUEY-LING",T7T8T9,48,12,36,0,
11110KEL 284000,視覺藝術Visual Arts,"葉俊顯YEH,CHUN-HSIEN",T3T4,50,20,30,1,
11110KEL 313000,多元文化教育Multicultural Education,"蘇永明SHU, YUNG-MING李孟翰LI, MENG-HAN",W3W4,50,10,40,0,
11110KEL 330000,行政法Administrative Law,"宋峻杰SUNG, CHUN-CHIEH",W7W8W9,48,16,32,0,
11110KEL 332000,教育評鑑Educational Evaluation,"蔡孟育TSAI, MENG-YU",R7R8,35,5,30,0,
11110KEL 340000,課程發展與設計Theory and Practice of Curriculum Development & Design,"詹惠雪CHAN, HUI-HSUEH",T3T4R3R4,43,43,0,0,
11110KEL 341100,兒童數學概念發展Children's Development in Mathematical Concepts,"許慧玉HSU, HUI-YU",R5R6,50,15,35,0,
11110KEL 342000,教學技巧與策略(增開)Instructional Techniques and Strategies,"林昭仁LIN, CHAO-JEN",F3F4,48,8,40,1,
11110KEL 355100,遊戲化教學設計專題Special Study on Gamification,"邱富源CHIU, FU-YUAN張財銘CHAG, TSAI-MING",T5T6T7,35,5,30,0,
11110KEL 362000,教育專題研究一Educational Project Research (I),"林倍伊LIN, PEI-YI",W7W8W9,48,1,47,0,
11110KEL 372000,教育行動研究Educational Action Research,"林志成LIN, CHIH-CHENG潘致惠PAN, CHIH-HUI",M8M9,30,1,29,0,
11110KEL 381100,健康與體育Health and Physical Education,"鄭麗媛CHENG, LI-YUAN",W5W6,40,11,29,0,
11110KEL 412100,正向心理與領導(已停開)Positive Psychology and Leadership,"謝傳崇HSIEH, CHUAN-CHUNG曾煥淦TSENG, HUAN-KAN",M8M9,48,0,48,0,
11110KEL 422000,生命教育Life Education,"彭志業PENG, CHIH-YEH",R5R6,48,13,35,1,
11110KEL 440000,教育議題專題Special Issues on Education, ,M2M3M4,48,39,9,0,
11110KEL 442000,補救教學Remedial Teaching, ,T5T6T7,46,3,43,0,
11110KEL 443000,"適性教學(含分組合作學習、差異化教學)Adaptive Instruction (including cooperative learning, differentiated instruction)","林倍伊LIN, PEI-YI",W5W6,48,12,36,0,
11110KEL 443300,實驗教育Alternative Education,"翁志航WENG, CHIH-HANG",R7R8R9,48,5,43,0,
11110KEL 453200,教學實務議題科技化處理專題Special Study on Problem Solving with ICT in School Teaching Context,"邱富源CHIU, FU-YUAN鄭炯棠CHENG, JUNG-TUNG",F2F3F4,35,9,26,0,
11110KEL 462000,教育專題研究二Educational Project Research (II),指導教授, ,無限制,1,無限制,0,
11110KEL 463601,教學實習一Teaching Internship (I),"白雲霞PAI, YUN-HSIA江欣怡CHIANG, HSIN-YI",R1R2R3R4,16,13,3,0,
11110KEL 463602,教學實習一Teaching Internship (I),"王為國WANG, WEI-KUO馮汝琪FENG,JU-CHI",R1R2R3R4,16,16,0,0,
11110KEL 500500,課程與教學設計研究Study in Curriculum  and Instructional Design,"詹惠雪CHAN, HUI-HSUEH",W8W9Wa,35,6,29,2,
11110KEL 501300,補救教學專題研究Study in Special Issues in Remedial Teaching,"白雲霞PAI, YUN-HSIA",R5R6R7,20,8,12,0,
11110KEL 502300,特色學校經營研究Management of Characteristic School,"林志成LIN, CHIH-CHENG",W8W9Wa,25,10,15,5,
11110KEL 502600,教育史專題研究Special Issues in History of Education,"彭煥勝PENG, HUAN-SHENG",T5T6T7,25,15,10,2,
11110KEL 600000,論文研究Thesis,指導教授, ,無限制,19,無限制,0,
11110KEL 600800,教學實務專題研究Special Issues in Teaching Affairs,"王為國WANG, WEI-KUO",W2W3W4,15,6,9,1,
11110KEL 700100,教育學方法論Methodology of Educational Research,"蘇永明SHU, YUNG-MING林志成LIN, CHIH-CHENG",F5F6F7,20,3,17,1,
11110KEL 702800,資訊科技與教育研究專題Seminar on  Information Technologies and Educational Studies,"王子華WANG, TZU-HUA王淳民WANG, CHUN-MIN邱富源CHIU, FU-YUAN",F5F6F7,35,4,31,0,
