course_ID_full_orig,current_stage_enrollment
11110PE  205063,36
11110PE  205064,35
11110PE  205065,32
11110PE  205066,30
11110PE  205067,32
11110PE  205068,30
11110PE  205069,36
11110PE  205070,36
11110PE  205071,30
11110PE  205072,36
11110PE  205073,36
11110PE  205074,26
11110PE  205075,30
11110PE  205076,36
11110PE  205077,27
11110PE  205078,36
11110PE  205079,36
11110PE  205080,36
11110PE  205081,30
11110PE  205082,36
11110PE  205083,36
11110PE  205084,26
11110PE  205085,30
11110PE  205086,14
11110PE  205087,36
11110PE  205088,36
11110PE  205089,36
11110PE  205090,36
11110PE  205091,36
11110PE  205092,36
11110PE  205093,36
11110PE  205094,36
11110PE  205095,36
11110PE  205096,36
11110PE  205097,36
11110PE  205098,36
11110PE  205099,36
11110PE  205101,32
11110PE  205102,36
11110PE  205103,36
11110PE  205104,36
11110PE  205105,28
11110PE  205106,28
11110PE  205107,25
11110PE  205108,28
11110PE  205109,33
11110PE  205110,35
11110PE  205111,36
11110PE  205112,26
11110PE  205113,36
11110PE  205114,26
11110PE  205116,0
11110PE  205117,36
11110PE  205118,20
11110PE  205119,36
11110PE  205120,36
11110PE  205121,25
11110PE  205122,0
11110PE  205123,0
11110PE  333001,11
11110PE  333002,7
11110PE  333003,3
11110PE  333004,14
11110PE  333005,6
11110PE  333006,18
11110PE  333007,15
11110PE  333008,3
11110PE  333009,3
11110PE  333010,4
11110PE  333011,8
11110PE  333012,14
11110PE  333013,9
11110PE  333014,3
11110PE  333015,16
11110PE  333016,13
11110PE  333017,11
11110PE  333018,14
11110PE  333019,14
11110PE  333020,6
11110PE  333021,7
11110PE  111001,0
11110PE  111002,1
11110PE  111003,0
11110PE  111004,0
11110PE  111005,0
11110PE  111006,0
11110PE  111007,0
11110PE  111008,0
11110PE  111009,0
11110PE  111010,0
11110PE  111011,0
11110PE  111012,0
11110PE  111013,0
11110PE  111014,0
11110PE  111015,0
11110PE  111016,0
11110PE  111017,0
11110PE  111018,0
11110PE  111019,0
11110PE  111020,0
11110PE  111021,0
11110PE  111022,0
11110PE  111023,0
11110PE  111024,0
11110PE  111025,0
11110PE  111026,0
11110PE  111027,0
11110PE  111028,0
11110PE  111029,0
11110PE  111030,0
11110PE  111031,0
11110PE  111032,0
11110PE  111033,0
11110PE  111034,0
11110PE  111035,0
11110PE  111036,0
11110PE  111037,0
11110PE  111038,0
11110PE  111039,0
11110PE  111040,0
11110PE  111041,0
11110PE  111042,0
11110PE  111043,0
11110PE  111044,0
11110PE  111045,0
11110PE  111046,0
11110PE  333001,11
11110PE  333002,7
11110PE  333003,3
11110PE  333004,14
11110PE  333005,6
11110PE  333006,18
11110PE  333007,15
11110PE  333008,3
11110PE  333009,3
11110PE  333010,4
11110PE  333011,8
11110PE  333012,14
11110PE  333013,9
11110PE  333014,3
11110PE  333015,16
11110PE  333016,13
11110PE  333017,11
11110PE  333018,14
11110PE  333019,14
11110PE  333020,6
11110PE  333021,7
11110PHIL501200,2
11110PHIL551000,5
11110PHIL555000,6
11110PHIL559100,1
11110PHIL583100,7
11110PHIL586400,6
11110PHIL600000,1
11110PHYS101001,0
11110PHYS101002,0
11110PHYS101003,0
11110PHYS101004,0
11110PHYS101005,0
11110PHYS101006,0
11110PHYS101007,0
11110PHYS101008,0
11110PHYS101009,0
11110PHYS101010,0
11110PHYS101011,0
11110PHYS101012,0
11110PHYS101013,0
11110PHYS101014,0
11110PHYS101015,0
11110PHYS101016,0
11110PHYS101017,0
11110PHYS101018,0
11110PHYS101019,0
11110PHYS113000,0
11110PHYS113301,0
11110PHYS113302,0
11110PHYS113303,40
11110PHYS113304,0
11110PHYS113305,0
11110PHYS113306,0
11110PHYS113307,0
11110PHYS113401,0
11110PHYS113402,0
11110PHYS113403,0
11110PHYS116000,40
11110PHYS212000,97
11110PHYS221000,86
11110PHYS231000,86
11110PHYS241000,40
11110PHYS301001,32
11110PHYS301002,25
11110PHYS303001,17
11110PHYS303002,24
11110PHYS308001,3
11110PHYS308002,13
11110PHYS310000,29
11110PHYS317000,18
11110PHYS325000,89
11110PHYS332000,37
11110PHYS345000,101
11110PHYS370000,50
11110PHYS391000,10
11110PHYS401300,12
11110PHYS431000,23
11110PHYS433000,22
11110PHYS451000,21
11110PHYS468000,47
11110PHYS471000,31
11110PHYS490000,7
11110PHYS491000,17
11110PHYS500101,5
11110PHYS500102,0
11110PHYS505000,1
11110PHYS522000,7
11110PHYS523000,14
11110PHYS531000,20
11110PHYS539000,7
11110PHYS541000,22
11110PHYS571000,15
11110PHYS573000,23
11110PHYS581000,7
11110PHYS593000,13
11110PHYS595001,11
11110PHYS595003,12
11110PHYS597001,4
11110PHYS597002,12
11110PHYS691000,34
11110PHYS991000,2
11110PME 101301,2
11110PME 101302,0
11110PME 101303,4
11110PME 101304,3
11110PME 101500,7
11110PME 101801,1
11110PME 101802,1
11110PME 120100,7
11110PME 200101,58
11110PME 200102,61
11110PME 200600,22
11110PME 210301,60
11110PME 210302,60
11110PME 220101,62
11110PME 220102,57
11110PME 235001,60
11110PME 235002,60
11110PME 243101,60
11110PME 243102,60
11110PME 300500,44
11110PME 300700,40
11110PME 311300,20
11110PME 312100,15
11110PME 320200,87
11110PME 320701,25
11110PME 320702,60
11110PME 321200,50
11110PME 331000,19
11110PME 334700,60
11110PME 343301,55
11110PME 343302,65
11110PME 343700,17
11110PME 400200,103
11110PME 400300,0
11110PME 400400,0
11110PME 400500,6
11110PME 401301,35
11110PME 401302,15
11110PME 401303,35
11110PME 402100,38
11110PME 414700,9
11110PME 435200,64
11110PME 443200,12
11110PME 500000,24
11110PME 511100,3
11110PME 511300,4
11110PME 512100,13
11110PME 513100,1
11110PME 514100,2
11110PME 514200,10
11110PME 520100,9
11110PME 520300,18
11110PME 520700,16
11110PME 534200,3
11110PME 534300,21
11110PME 534500,6
11110PME 534700,2
11110PME 536000,5
11110PME 537100,0
11110PME 543500,6
11110PME 543900,0
11110PME 600000,71
11110PME 625000,6
11110PME 634500,5
11110PME 660000,2
11110PME 665000,2
11110PME 800000,2
11110PMED700100,4
11110QF  100201,0
11110QF  100401,0
11110QF  100403,0
11110QF  214101,50
11110QF  214102,71
11110QF  214104,50
11110QF  214105,80
11110QF  214106,21
11110QF  214401,90
11110QF  214800,70
11110QF  314800,90
11110QF  314802,26
11110QF  320101,18
11110QF  320102,100
11110QF  320103,50
11110QF  320400,47
11110QF  321400,36
11110QF  321600,24
11110QF  321800,80
11110QF  322100,40
11110QF  414401,50
11110QF  414402,50
11110QF  440700,1
11110QF  444000,50
11110QF  444300,30
11110QF  444600,50
11110QF  500100,5
11110QF  500300,2
11110QF  510100,19
11110QF  510300,12
11110QF  513000,13
11110QF  517000,6
11110QF  520700,36
11110QF  521400,0
11110QF  521600,24
11110QF  526600,6
11110QF  527100,3
11110QF  527600,12
11110QF  700000,0
11110SL  510100,2
11110SL  512400,3
11110SL  513400,8
11110SL  513500,10
11110SL  513700,5
11110SL  513800,4
11110SL  521200,10
11110SL  600000,0
11110SL  600100,4
11110SLS 500200,1
11110SLS 564300,4
11110SNHC710000,2
11110SNHC731000,0
11110SNHC745000,1
11110SOC 515700,9
11110SOC 518800,4
11110SOC 535900,6
11110SOC 536700,8
11110SOC 537200,4
11110SOC 574100,4
11110SOC 578000,2
11110SOC 580100,1
11110SOC 580200,4
11110SOC 584300,5
11110SOC 586500,4
11110SOC 591100,2
11110SOC 700000,3
11110SOC 800000,0
11110STAT202000,27
11110STAT262200,69
11110STAT387500,37
11110STAT502000,16
11110STAT505000,50
11110STAT511000,7
11110STAT541000,48
11110STAT556100,9
11110STAT591000,1
11110STAT592000,26
11110STAT600000,3
11110STAT691000,14
11110STAT701400,6
11110STAT800000,0
11110STAU500100,0
11110STAU500200,0
11110TE  201201,4
11110TE  202101,8
11110TE  202102,6
11110TE  204100,30
11110TE  204300,7
11110TE  207400,22
11110TE  209300,1
11110TE  210500,30
11110TE  220400,30
11110TE  250900,30
11110TE  251800,11
11110TE  251900,30
11110TE  252000,30
11110TE  252300,10
11110TE  252400,2
11110TE  252500,1
11110TE  252600,2
11110TE  252700,14
11110TE  252800,2
11110TE  252900,3
11110TE  253000,9
11110TE  253100,2
11110TEE 100500,8
11110TEE 100701,5
11110TEE 100702,1
11110TEE 100703,4
11110TEE 101801,22
11110TEE 101802,10
11110TEE 101900,32
11110TEE 102000,31
11110TEE 102100,20
11110TEE 102200,13
11110TEE 102801,9
11110TEE 102802,2
11110TEE 102901,3
11110TEE 102902,5
11110TEE 103101,7
11110TEE 103102,27
11110TEE 103701,9
11110TEE 103702,8
11110TEE 200101,20
11110TEE 200102,6
11110TEE 200103,14
11110TEE 200104,19
11110TEE 200201,38
11110TEE 200202,25
11110TEE 200301,30
11110TEE 200302,5
11110TEE 200800,40
11110TEE 201100,30
11110TEE 201200,32
11110TEE 201401,40
11110TEE 201402,13
11110TEE 201701,28
11110TEE 201702,9
11110TEE 202000,24
11110TEE 300100,27
11110TEE 300500,32
11110TEE 300600,40
11110TEE 300800,28
11110TEE 300900,23
11110TEE 301000,7
11110TEE 301201,5
11110TEE 301202,5
11110TEE 303501,29
11110TEE 303502,26
11110TEE 400500,9
11110TEG 430100,4
11110TEG 430200,5
11110THC 100100,8
11110THC 100200,15
11110THC 100400,0
11110THC 101100,0
11110THC 101300,0
11110THC 101400,5
11110THC 101500,1
11110THC 101600,0
11110THC 101700,0
11110THC 101800,7
11110THC 130100,0
11110THC 130200,0
11110THC 230100,0
11110THC 230200,0
11110THC 230300,0
11110THC 330100,0
11110THC 330200,0
11110THC 430100,0
11110THC 430200,0
11110THSM101000,1
11110THSM102000,5
11110THSM103000,0
11110THSM104000,0
11110THSM105000,0
11110THSM106000,0
11110THSM107000,0
11110THSM108000,0
11110THSM109000,0
11110THSM110000,0
11110TIGP717100,0
11110TIGP717600,0
11110TIGP717700,1
11110TIGP717900,1
11110TIGP718100,0
11110TIGP718200,0
11110TIGP718300,0
11110TIGP719100,0
11110TIGP719600,0
11110TIGP719900,0
11110TIGP720100,0
11110TIGP722300,0
11110TIGP723500,0
11110TIGP723600,0
11110TIGP723700,0
11110TIGP726400,0
11110TIGP727100,0
11110TIGP727300,0
11110TIGP730100,0
11110TIGP730300,0
11110TIGP730400,0
11110TIGP730500,0
11110TIGP730800,0
11110TIGP731000,0
11110TIGP731100,1
11110TIGP740101,0
11110TIGP740102,0
11110TIGP743500,0
11110TIGP744100,0
11110TIGP746300,0
11110TIGP748400,0
11110TIGP749100,0
11110TIGP749300,1
11110TL  500000,1
11110TL  500100,0
11110TL  540300,18
11110TL  550100,10
11110TL  571300,9
11110TL  572400,4
11110TL  580700,13
11110TL  590300,5
11110TL  700000,1
11110TL  700100,1
11110TM  200201,70
11110TM  200202,50
11110TM  400300,39
11110TM  401100,14
11110TM  401200,19
11110TM  500000,21
11110TM  500300,0
11110TM  502300,6
11110TM  504700,13
11110TM  505300,0
11110TM  508000,20
11110TM  510500,8
11110TM  511000,7
11110TM  511100,23
11110TM  511200,23
11110TM  511400,12
11110TM  700000,2
11110TM  700100,1
11110TM  700300,4
11110TM  701400,2
11110TSE 500100,4
11110TSE 500400,0
11110TSE 500600,2
11110TSE 502100,8
11110TSE 502200,5
11110TSE 502300,1
11110TSE 502400,4
11110TSE 502500,3
11110TSE 503100,0
11110TSE 503200,4
11110TSE 505100,1
11110UPMT200200,50
11110UPMT300100,75
11110UPMT300400,24
11110YZ  100000,0
11110YZ  100100,0
11110YZ  900001,0
11110YZ  900002,0
11110YZ  900003,0
11110YZ  900004,0
11110YZ  900005,0
11110YZ  900006,0
11110YZ  900007,0
11110YZ  900008,0
11110YZ  900009,0
11110YZ  900010,0
11110YZ  900011,0
11110YZ  900012,0
11110YZ  900013,0
11110YZ  900014,0
11110YZ  900015,0
11110YZ  900016,0
11110YZ  900017,0
11110YZ  900018,0
11110YZ  900019,0
11110YZ  900020,0
11110YZ  900021,0
11110YZ  900022,0
11110YZ  900023,0
11110YZ  900024,0
11110YZ  900025,0
11110YZ  900026,0
11110YZ  900027,0
11110YZ  900028,0
11110YZ  900029,0
11110YZ  900030,0
11110YZ  900031,0
11110YZ  900032,0
11110YZ  900033,0
11110YZ  900034,0
11110YZ  900035,0
11110YZ  900036,0
11110YZ  900037,0
11110YZ  900038,0
11110YZ  900039,0
11110YZ  900040,0
11110YZ  900041,0
11110YZ  900042,0
11110YZ  900043,0
11110YZ  900044,0
11110YZ  900045,0
11110YZ  900046,0
11110YZ  900047,0
11110YZ  900048,0
11110YZ  900049,0
11110YZ  900050,0
11110YZ  900051,0
11110YZ  900052,0
11110YZ  900053,0
11110YZ  900054,0
11110YZ  900055,0
11110YZ  900056,0
11110YZ  900057,0
11110YZ  900058,0
11110YZ  900059,0
11110YZ  900060,0
11110YZ  900061,0
11110YZ  900062,0
11110YZ  900063,0
11110YZ  900064,0
11110YZ  900065,0
11110YZ  900066,0
11110YZ  900067,0
11110YZ  900068,0
11110YZ  900069,0
11110YZ  900070,0
11110YZ  900071,0
11110YZ  900072,0
11110YZ  900073,0
11110YZ  900074,0
11110YZ  900075,0
11110YZ  900076,0
11110YZ  900077,0
11110YZ  900078,0
11110YZ  900079,0
11110YZ  900080,0
11110YZ  900081,0
11110YZ  900082,0
11110YZ  900083,0
11110YZ  900090,0
11110YZ  900091,0
11110YZ  900092,0
11110YZ  900093,0
11110YZ  900094,0
11110YZ  900095,0
11110YZ  900096,0
11110YZ  900097,0
11110YZ  981001,0
11110YZ  981002,0
11110YZ  981003,0
11110YZ  981004,0
11110YZ  981005,0
11110YZ  981007,0
11110YZ  981008,0
11110YZ  983300,0
11110YZ  983400,0
11110YZ  983500,0
11110YZ  983501,0
11110YZ  983600,0
11110YZ  998601,0
11110YZ  998602,0
11110YZ  998603,0
11110YZ  998604,0
11110YZ  998605,0
11110YZ  998606,0
11110YZ  998607,0
11110YZ  999100,0
11110YZ  999200,0
11110ZY  100002,0
11110ZY  100003,0
11110ZY  100004,0
11110ZY  100005,0
11110ZY  100006,0
11110ZY  100007,0
11110ZY  100008,0
11110ZY  100009,0
11110ZY  100010,0
11110ZY  100011,0
11110ZY  100012,0
11110ZY  100013,0
11110ZY  100014,0
11110ZY  100015,0
11110ZY  100016,0
11110ZY  100017,0
11110ZY  100018,0
11110ZY  100021,0
11110ZY  100023,0
11110ZY  100027,0
11110ZY  100028,0
11110ZY  100029,0
11110ZY  100031,21
11110ZY  100032,1
11110ZY  100033,6
11110ZY  100034,6
11110ZY  100035,10
11110ZY  100036,7
11110ZY  100037,1
11110ZY  100038,4
11110ZY  100039,8
11110ZY  100040,9
11110ZY  100041,0
11110ZY  100201,6
11110ZY  100202,5
11110ZY  100203,4
11110ZY  100204,14
11110ZY  100205,8
11110ZY  100206,8
11110ZY  100208,2
11110ZY  100209,9
11110ZY  100210,6
11110ZY  100211,7
11110ZY  100212,2
11110ZY  100213,8
11110ZY  100214,9
11110ZY  100215,12
11110ZY  100216,5
11110ZY  100217,23
11110ZY  100218,13
11110ZY  100219,4
11110ZY  100220,3
11110ZY  100221,1
11110ZY  100222,7
11110ZY  100223,10
11110ZY  100224,0
11110ZY  100225,11
11110ZY  100226,0
11110ZY  100231,26
11110ZY  100232,6
11110ZY  100233,7
11110ZY  100234,2
11110ZY  100235,22
11110ZY  100238,17
11110ZY  100239,9
11110ZY  100240,1
11110ZY  100242,1
11110ZY  100244,6
11110ZY  100245,2
11110ZY  100246,28
