course_ID_full_orig,current_enrollment,spots_avl,pending_enrollment
11110KPC 452500,20,0,0
11110KPC 452800,20,0,0
11110KPC 463300,9,4,0
11110KPC 463800,13,7,0
11110KPC 472800,6,9,0
11110KPC 482400,25,5,0
11110KPC 523000,4,12,3
11110KPC 542000,1,21,5
11110KPC 552000,1,24,4
11110KPC 562900,2,8,8
11110KPC 563200,2,8,0
11110KPC 564400,4,9,7
11110KPC 582000,20,0,0
11110KPC 590100,16,∞,0
11110KPC 642401,11,0,0
11110KPC 642402,11,1,0
11110KPC 643301,9,1,0
11110KPC 643302,7,5,0
11110KPC 664200,9,6,3
11110KPC 712000,15,0,0
11110KPC 720100,4,41,17
11110KPC 734200,10,0,0
11110KPC 752000,6,4,1
11110KPC 762200,5,10,5
11110KPC 764000,5,10,8
11110KPC 834300,5,3,1
11110KPC 842900,10,0,0
11110KPC 852400,6,4,0
11110KPC 890200,2,13,1
11110KPC 890400,2,∞,0
11110KPCN522000,5,20,7
11110KPCN522100,0,10,1
11110KPCN522600,7,7,0
11110KPCN542000,5,20,5
11110KPCN542600,15,0,0
11110KPCN542800,12,0,0
11110KPCN543900,9,1,2
11110KPCN552000,10,10,2
11110KPCN562100,5,10,1
11110KPCN563200,7,5,1
11110KPCN572000,12,12,3
11110KPCN590100,15,∞,0
11110KSEN500200,0,20,3
11110KSEN500700,11,13,2
11110KSEN600100,13,∞,0
11110KSEN600200,2,∞,0
11110KSN 500100,0,25,0
11110KSN 500200,0,25,0
11110KSN 500300,0,25,0
11110KSN 500400,0,25,0
11110KSN 500500,0,25,0
11110KSPE110200,6,49,11
11110KSPE110300,8,47,16
11110KSPE110800,2,48,11
11110KSPE111000,1,47,9
11110KSPE130100,6,49,19
11110KSPE130500,13,42,18
11110KSPE150800,0,30,7
11110KSPE210900,39,16,4
11110KSPE211300,12,38,0
11110KSPE211900,41,14,2
11110KSPE212900,5,45,0
11110KSPE221400,41,14,0
11110KSPE230200,40,10,0
11110KSPE250200,15,35,0
11110KSPE311500,31,19,0
11110KSPE311700,26,24,0
11110KSPE312500,22,28,1
11110KSPE313000,8,42,0
11110KSPE313100,14,36,0
11110KSPE320500,16,34,1
11110KSPE321200,11,39,0
11110KSPE340900,23,27,0
11110KSPE350700,9,41,2
11110KSPE430300,36,19,0
11110KSPE430601,11,7,0
11110KSPE430602,18,0,0
11110KSPE441200,25,0,0
11110KSPE441300,32,18,1
11110KSPE510200,4,20,4
11110KSPE520100,10,10,1
11110KSPE521000,5,9,0
11110KSPE610200,14,26,0
11110KSPE620500,10,10,1
11110KSS 100101,3,37,3
11110KSS 100102,2,38,12
11110KSS 102000,67,∞,0
11110KSS 110000,1,39,13
11110KSS 110100,3,57,12
11110KSS 110201,1,39,3
11110KSS 110202,1,39,4
11110KSS 110301,0,40,3
11110KSS 110302,0,40,3
11110KSS 110401,0,40,2
11110KSS 110501,0,40,2
11110KSS 110502,3,37,4
11110KSS 110602,0,20,1
11110KSS 110700,5,40,4
11110KSS 200801,13,27,0
11110KSS 200802,7,33,0
11110KSS 200900,13,27,0
11110KSS 201001,12,10,0
11110KSS 201002,2,20,0
11110KSS 210101,30,15,0
11110KSS 210102,9,31,0
11110KSS 230200,6,34,0
11110KSS 280000,19,11,0
11110KSS 280100,7,33,0
11110KSS 281301,9,16,0
11110KSS 281302,5,20,0
11110KSS 281501,19,17,0
11110KSS 281502,2,34,0
11110KSS 281600,8,12,0
11110KSS 300500,4,41,0
11110KSS 300801,5,19,0
11110KSS 300802,3,21,0
11110KSS 301000,9,36,0
11110KSS 301100,15,30,0
11110KSS 301500,13,32,0
11110KSS 301600,13,22,0
11110KSS 302000,6,39,0
11110KSS 302200,17,23,0
11110KSS 302300,13,27,0
11110KSS 320000,23,∞,0
11110KSS 355501,19,26,0
11110KSS 355502,7,33,0
11110KSS 355600,2,∞,0
11110KSS 355800,14,46,0
11110KSS 356000,45,∞,0
11110KSS 380400,18,22,0
11110KSS 400100,5,35,0
11110KSS 400300,5,35,0
11110KSS 401100,9,31,0
11110KSS 401200,6,34,0
11110KSS 401500,13,12,0
11110KSS 401600,0,20,0
11110KSS 500300,3,17,0
11110KSS 500400,4,11,5
11110KSS 500500,0,20,3
11110KSS 500700,1,19,0
11110KSS 505000,1,19,5
11110KSS 511300,4,16,3
11110KSS 600100,6,9,0
11110KSS 600200,1,14,1
11110KSS 600300,2,13,4
11110KSS 600600,4,16,0
11110KSS 600700,2,18,0
11110KSS 670000,9,∞,0
11110KSSN510200,1,19,2
11110KSSN510500,2,18,2
11110KSSN510800,7,13,0
11110KSSN510900,0,20,2
11110KSSN511000,8,12,0
11110KSSN513500,4,16,0
11110KSSN523900,10,10,0
11110KSSN610000,1,19,1
11110KSSN632100,7,8,0
11110KSSN680000,8,∞,0
11110KTLT112300,11,9,0
11110KTLT122300,11,4,1
11110KTLT131100,8,8,0
11110KTLT132300,4,21,0
11110KTLT133000,2,14,0
11110KTLT150100,2,23,0
11110KTLT150200,2,23,0
11110KTLT500200,10,10,3
11110KTLT501000,5,15,2
11110KTLT600000,1,∞,0
11110KTLT600100,9,7,1
11110KTLT600200,0,16,0
11110KTLT710500,2,13,0
11110KTLT712300,3,13,2
11110KTLT720800,10,0,0
11110KTLT721200,3,9,0
11110KTLT722300,3,9,2
11110KTLT722500,8,8,1
11110KTLT722600,4,12,1
11110KTLT730900,7,3,0
11110KTLT731200,3,7,0
11110KTLT740600,6,9,2
11110KTLT800000,0,∞,0
11110KWEN520100,0,0,0
11110KWEN520200,0,0,0
11110LANG101001,0,32,6
11110LANG101002,0,32,7
11110LANG101003,0,0,0
11110LANG101004,0,0,0
11110LANG101005,0,0,0
11110LANG101006,0,32,12
11110LANG101007,0,32,11
11110LANG101008,0,35,2
11110LANG101009,0,0,0
11110LANG101011,0,0,0
11110LANG101012,0,32,5
11110LANG101013,0,32,6
11110LANG101014,0,32,3
11110LANG101015,28,4,1
11110LANG101016,0,32,6
11110LANG101017,0,32,6
11110LANG101018,0,32,6
11110LANG101019,0,32,9
11110LANG101020,0,32,12
11110LANG101021,0,32,2
11110LANG101101,0,32,8
11110LANG101102,0,32,9
11110LANG101103,0,0,0
11110LANG101104,0,32,3
11110LANG101105,0,32,7
11110LANG101201,0,33,13
11110LANG101202,0,33,17
11110LANG101203,0,33,18
11110LANG103001,0,35,14
11110LANG103002,0,35,17
11110LANG103003,0,35,14
11110LANG103004,0,35,16
11110LANG103005,0,35,6
11110LANG103006,0,35,3
11110LANG103007,0,35,3
11110LANG103008,0,35,3
11110LANG103010,0,30,11
11110LANG103011,0,30,12
11110LANG103012,0,30,12
11110LANG103013,0,30,4
11110LANG103014,0,30,6
11110LANG103015,0,30,6
11110LANG103018,15,15,2
11110LANG103019,0,35,10
11110LANG103020,0,35,9
11110LANG103021,0,35,7
11110LANG103022,0,35,5
11110LANG103023,0,35,9
11110LANG103030,0,30,6
11110LANG103031,0,30,8
11110LANG103032,0,30,9
11110LANG103033,0,30,4
11110LANG103034,0,30,10
11110LANG103035,0,30,7
11110LANG103037,0,32,15
11110LANG103038,0,32,12
11110LANG103039,0,32,11
11110LANG103040,0,32,9
11110LANG103051,0,30,7
11110LANG103052,0,30,5
11110LANG103053,0,30,8
11110LANG103054,0,30,6
11110LANG103061,0,30,2
11110LANG200002,16,8,0
11110LANG200003,20,10,0
11110LANG200004,20,10,0
11110LANG200005,11,5,0
11110LANG200006,20,10,0
11110LANG200007,16,8,0
11110LANG200021,6,18,0
11110LANG200022,20,10,0
11110LANG200023,20,10,0
11110LANG200024,11,5,0
11110LANG200025,20,10,0
11110LANG200026,9,7,0
11110LANG200027,13,17,0
11110LANG200031,20,10,1
11110LANG200032,20,10,0
11110LANG200033,11,5,0
11110LANG200034,20,10,0
11110LANG200035,19,11,0
11110LANG200036,13,7,0
11110LANG200041,20,10,0
11110LANG200042,8,8,0
11110LANG200043,20,10,0
11110LANG200044,10,6,0
11110LANG200045,20,4,0
11110LANG200046,20,10,0
11110LANG200047,20,10,0
11110LANG200048,12,8,0
11110LANG200049,19,11,0
11110LANG200061,16,8,0
11110LANG200062,20,10,0
11110LANG200063,11,5,0
11110LANG200064,0,0,0
11110LANG200065,0,0,0
11110LANG200066,0,0,0
11110LANG200067,15,9,0
11110LANG200068,16,8,0
11110LANG200069,16,8,0
11110LANG200070,0,10,0
11110LANG500001,5,19,3
11110LANG500002,0,20,0
11110LANG500003,15,0,0
11110LANG500004,3,21,2
11110LANG500005,3,21,2
11110LANG500006,15,0,0
11110LANG500007,0,20,0
11110LANG500008,6,9,3
11110LANG500009,12,3,0
11110LANG500010,7,17,2
11110LANG500011,1,19,0
11110LANG500012,9,11,0
11110LANG500013,0,24,2
11110LANG500014,7,8,3
11110LE  120100,13,22,0
11110LE  120200,13,22,0
11110LE  130101,16,44,1
11110LE  130102,15,45,0
11110LE  140100,18,12,1
11110LE  150200,6,24,0
11110LE  230100,5,30,0
11110LING500100,7,∞,0
11110LING500300,7,∞,0
11110LING500500,7,∞,0
11110LING500700,4,∞,0
11110LING576100,10,∞,0
11110LING600100,7,∞,0
11110LING700100,1,∞,0
11110LING700700,6,∞,0
11110LING701900,3,∞,0
11110LING703300,1,∞,0
11110LING703400,3,∞,0
11110LING703500,5,∞,0
11110LING703600,7,∞,0
11110LING703700,1,∞,0
11110LING703800,4,∞,0
11110LS  110301,20,30,1
11110LS  110302,6,44,1
11110LS  114300,199,41,11
11110LS  192100,11,∞,0
11110LS  214100,17,∞,0
11110LS  214500,0,0,0
11110LS  284100,10,∞,0
11110LS  314100,0,0,0
11110LS  314500,20,0,0
11110LS  315200,23,∞,0
11110LS  322100,56,34,0
11110LS  330300,52,∞,0
11110LS  340100,70,∞,0
11110LS  344300,8,2,0
11110LS  374500,38,32,1
11110LS  382201,12,12,1
11110LS  382202,10,14,0
11110LS  383100,13,∞,0
11110LS  390101,11,1,0
11110LS  390102,11,1,0
11110LS  390103,12,0,0
11110LS  390104,12,0,0
11110LS  390105,12,0,0
11110LS  464300,30,0,0
11110LS  473200,40,∞,0
11110LS  474100,20,∞,0
11110LS  482100,24,0,0
11110LS  545700,6,24,0
11110LSBI700200,0,∞,0
11110LSBS524500,3,∞,0
11110LSBS525100,0,0,0
11110LSBS545600,0,0,0
11110LSBS545800,0,0,0
11110LSBS554500,4,∞,0
11110LSBS564300,0,10,3
11110LSBS565200,0,0,0
11110LSBS566100,0,0,0
11110LSBS567500,0,0,0
11110LSBS567700,0,0,0
11110LSBS567900,0,0,0
11110LSBS590101,0,13,4
11110LSBS590102,1,12,4
11110LSBS590300,19,21,7
11110LSBS600200,5,∞,0
11110LSBS652100,9,∞,0
11110LSBS700200,0,∞,0
11110LSBS790101,3,7,0
11110LSBS790102,3,7,0
11110LSBS790300,2,8,0
11110LSBT505200,11,9,8
11110LSBT525300,0,0,0
11110LSBT525500,0,0,0
11110LSBT544900,0,0,0
11110LSBT545500,0,0,0
11110LSBT573100,0,0,0
11110LSBT575300,8,∞,0
11110LSBT576500,0,0,0
11110LSBT576700,8,∞,0
11110LSBT584500,0,0,0
11110LSBT590101,2,11,2
11110LSBT590102,0,13,1
11110LSBT590300,12,28,5
11110LSBT594200,49,∞,0
11110LSBT600200,9,∞,0
11110LSBT674100,0,0,0
11110LSBT674300,3,∞,0
11110LSBT674500,23,∞,0
11110LSBT700200,4,∞,0
11110LSBT790101,0,10,0
11110LSBT790102,2,8,2
11110LSBT790300,6,4,0
11110LSC 110100,40,∞,0
11110LSC 230100,129,∞,0
11110LSC 404000,16,∞,0
11110LSIP181100,7,23,5
11110LSIP391100,10,0,0
11110LSIP391101,5,5,0
11110LSIP391102,4,6,0
11110LSMC510700,0,0,0
11110LSMC515200,0,0,0
11110LSMC516100,0,0,0
11110LSMC524900,0,0,0
11110LSMC525500,0,0,0
11110LSMC534500,6,∞,0
11110LSMC535300,0,0,0
11110LSMC546200,0,0,0
11110LSMC546700,0,0,0
11110LSMC555100,0,0,0
11110LSMC555300,41,∞,0
11110LSMC574100,8,∞,0
11110LSMC576300,0,0,0
11110LSMC590101,0,13,6
11110LSMC590102,0,13,5
11110LSMC590300,8,32,7
11110LSMC600200,3,∞,0
11110LSMC634800,2,∞,0
11110LSMC642100,32,∞,0
11110LSMC644200,0,0,0
11110LSMC700200,1,∞,0
11110LSMC790101,5,5,0
11110LSMC790300,2,8,0
11110LSMM514400,0,0,0
11110LSMM524300,0,0,0
11110LSMM525600,0,0,0
11110LSMM527900,0,0,0
11110LSMM528300,0,0,0
11110LSMM528500,0,0,0
11110LSMM544400,0,0,0
11110LSMM574100,9,51,4
11110LSMM577100,5,0,0
11110LSMM577300,0,0,0
11110LSMM590101,0,13,3
11110LSMM590102,0,13,3
11110LSMM590300,20,20,9
11110LSMM600200,9,∞,0
11110LSMM624700,5,∞,0
11110LSMM700200,1,∞,0
11110LSMM790101,5,5,1
11110LSMM790300,3,7,0
11110LSSN504400,0,0,0
11110LSSN510100,0,0,0
11110LSSN510900,0,0,0
11110LSSN514200,0,0,0
11110LSSN515100,0,0,0
11110LSSN515300,0,0,0
11110LSSN515600,5,5,3
11110LSSN565100,1,∞,0
11110LSSN575300,8,∞,0
11110LSSN590101,0,13,1
11110LSSN590300,5,35,2
11110LSSN600200,2,∞,0
11110LSSN700200,0,∞,0
11110LST 310301,1,29,3
11110LST 310302,38,12,0
11110LST 310501,27,73,2
11110LST 320100,28,52,2
11110LST 321001,21,29,0
11110LST 330101,16,69,2
11110LST 330102,7,43,0
11110LST 350301,98,62,8
11110LST 350302,47,73,0
11110LST 350500,99,1,0
11110LST 370100,18,0,0
11110LST 420300,36,14,0
11110LST 420600,24,6,0
11110LST 460300,25,25,0
11110LST 500100,0,∞,0
11110LST 500900,21,29,5
11110LST 501700,3,47,6
11110LST 502100,2,14,0
11110LST 525000,19,∞,0
11110LST 531000,4,11,1
11110LST 531300,15,25,0
11110LST 531500,8,10,0
11110LST 531900,7,18,2
11110LST 532300,14,4,0
11110LST 532400,12,6,1
11110LST 533400,4,14,1
11110LST 534000,3,15,1
11110LST 540900,1,17,0
11110LST 541200,20,0,0
11110LST 550200,2,∞,0
11110LST 550800,16,2,2
11110LST 560700,29,1,0
11110LST 561100,6,∞,0
11110LST 562800,6,18,0
11110LST 566600,5,13,0
11110LST 570100,10,8,1
11110LST 570400,5,13,0
11110LST 570600,19,31,1
11110LST 571700,6,12,0
11110LST 780100,3,∞,0
11110MATH101001,1,101,25
11110MATH101002,4,110,26
11110MATH101003,0,100,17
11110MATH101004,0,125,32
11110MATH101005,0,100,20
11110MATH101006,10,101,17
11110MATH101007,4,92,16
11110MATH103001,1,120,24
11110MATH103002,5,125,19
11110MATH103003,0,132,8
11110MATH103004,16,124,22
11110MATH103005,16,154,33
11110MATH103006,10,110,20
11110MATH103007,10,100,4
11110MATH103008,2,86,33
11110MATH110000,0,110,16
11110MATH141000,10,110,25
11110MATH160000,0,111,15
11110MATH171001,0,47,12
11110MATH171002,0,47,8
11110MATH201001,49,1,0
11110MATH201002,12,98,0
11110MATH241000,72,38,0
11110MATH281000,86,14,0
11110MATH301000,66,13,0
11110MATH331000,36,75,0
11110MATH351000,7,43,0
11110MATH361000,56,54,0
11110MATH481000,42,13,0
11110MATH503000,7,∞,0
11110MATH513000,10,30,4
11110MATH523000,4,∞,0
11110MATH525000,3,12,1
11110MATH541000,4,26,4
11110MATH542500,10,∞,0
11110MATH547000,6,∞,0
11110MATH571000,4,∞,0
11110MATH576000,3,19,1
11110MATH601000,3,∞,0
11110MATH647500,4,∞,0
11110MATH669000,2,∞,0
11110MATH701000,1,∞,0
11110MATH717200,10,∞,0
11110MATH724800,6,∞,0
11110MATU500100,0,0,0
11110MATU500200,0,0,0
11110MATU500300,0,0,0
11110MATU500400,0,0,0
11110MBA 500000,34,∞,0
11110MBA 500200,46,∞,0
11110MBA 500300,21,∞,0
11110MBA 500400,3,47,9
11110MBA 500500,19,∞,0
11110MBA 501400,11,39,16
11110MBA 503000,22,23,11
11110MBA 503200,12,28,19
11110MBA 503700,40,0,0
11110MBA 504100,25,25,15
11110MBA 550101,0,25,0
11110MBA 551101,0,25,0
11110MBA 553100,0,25,0
11110MBA 555900,0,25,0
11110MBA 557300,0,25,0
11110MFB 500100,8,∞,0
11110MFB 500200,9,∞,0
11110MFB 500300,8,∞,0
11110MFB 501000,22,∞,0
11110MFB 501200,23,∞,0
11110MFB 501500,24,∞,0
11110MFB 501600,8,∞,0
11110MFB 509900,21,∞,0
11110MI  100001,66,19,2
11110MI  100002,24,61,1
11110MI  100003,0,85,0
11110MI  100004,0,85,1
11110MPM 500100,0,30,4
11110MPM 500200,0,30,4
11110MPM 500700,17,13,3
11110MPM 501000,23,7,0
11110MPM 501400,19,11,1
11110MPM 501800,0,0,0
11110MPM 509900,23,∞,0
11110MS  102100,10,140,26
11110MS  102103,19,81,2
11110MS  103100,6,144,25
11110MS  201101,79,1,0
11110MS  201102,46,34,0
11110MS  202100,156,44,0
11110MS  204100,149,1,0
11110MS  205100,91,9,0
11110MS  300301,11,29,0
11110MS  300302,40,0,0
11110MS  302100,144,6,0
11110MS  303201,30,0,0
11110MS  303202,16,14,0
11110MS  307100,116,34,0
11110MS  308100,144,6,0
11110MS  309200,133,17,2
11110MS  401100,80,0,0
11110MS  402100,128,122,5
11110MS  404100,42,28,3
11110MS  412000,34,2,1
11110MS  413100,76,4,1
11110MS  435200,17,23,2
11110MS  441100,17,233,3
11110MS  463500,52,48,19
11110MS  500000,20,230,37
11110MS  501100,10,55,15
11110MS  502100,4,146,28
11110MS  503100,0,50,2
11110MS  504100,6,74,27
11110MS  505100,5,20,1
11110MS  507400,37,1,8
11110MS  509100,7,23,3
11110MS  518300,18,32,7
11110MS  527100,18,7,8
11110MS  539200,24,6,0
11110MS  574000,40,0,0
11110MS  574100,26,4,5
11110MS  575000,30,60,12
11110MS  600000,33,∞,0
11110MS  800000,4,∞,0
11110NEMS500000,22,∞,0
11110NEMS510000,16,∞,0
11110NEMS550100,6,19,6
11110NEMS582000,14,∞,0
11110NEMS583300,2,∞,0
11110NEMS584000,8,∞,0
11110NEMS586000,4,∞,0
11110NEMS587000,2,∞,0
11110NEMS588000,1,∞,0
11110NEMS600000,12,∞,0
11110NEMS800000,2,∞,0
11110NES 500000,23,47,7
11110NES 507000,5,∞,0
11110NES 510900,4,∞,0
11110NES 523000,12,∞,0
11110NES 524000,5,∞,0
11110NES 525300,1,7,0
11110NES 525500,3,∞,0
11110NES 525700,5,45,1
11110NES 525800,4,∞,0
11110NES 541000,3,∞,0
11110NES 563000,7,∞,0
11110NES 598003,8,17,5
11110NES 598004,3,22,1
11110NES 598005,12,∞,0
11110NES 698000,11,∞,0
11110NES 999000,1,∞,0
11110PE  111001,19,∞,0
11110PE  111002,15,∞,0
11110PE  111003,15,∞,0
11110PE  111004,10,∞,0
11110PE  111005,13,∞,0
11110PE  111006,21,∞,0
11110PE  111007,2,∞,0
11110PE  111008,9,∞,0
11110PE  111009,8,∞,0
11110PE  111010,11,∞,0
11110PE  111011,11,∞,0
11110PE  111012,7,∞,0
11110PE  111013,15,∞,0
11110PE  111014,11,∞,0
11110PE  111015,9,∞,0
11110PE  111016,8,∞,0
11110PE  111017,22,∞,0
11110PE  111018,3,∞,0
11110PE  111019,0,50,1
11110PE  111020,19,∞,0
11110PE  111021,13,∞,0
11110PE  111022,10,∞,0
11110PE  111023,13,∞,0
11110PE  111024,10,∞,0
11110PE  111025,12,∞,0
11110PE  111026,9,∞,0
11110PE  111027,4,∞,0
11110PE  111028,9,∞,0
11110PE  111029,13,∞,0
11110PE  111030,7,∞,0
11110PE  111031,12,∞,0
11110PE  111032,16,∞,0
11110PE  111033,10,∞,0
11110PE  111034,8,∞,0
11110PE  111035,4,∞,0
11110PE  111036,6,∞,0
11110PE  111037,9,∞,0
11110PE  111038,12,∞,0
11110PE  111039,16,∞,0
11110PE  111040,7,∞,0
11110PE  111041,9,∞,0
11110PE  111042,17,∞,0
11110PE  111043,5,∞,0
11110PE  111044,11,∞,0
11110PE  111045,10,∞,0
11110PE  111046,7,∞,0
11110PE  205001,36,0,0
11110PE  205002,36,0,0
11110PE  205003,36,0,0
11110PE  205004,36,0,0
11110PE  205005,34,2,0
11110PE  205006,36,0,0
11110PE  205007,36,0,0
11110PE  205008,36,0,0
11110PE  205009,36,0,0
11110PE  205010,19,1,0
11110PE  205011,36,0,0
11110PE  205012,20,0,0
11110PE  205013,36,0,0
11110PE  205014,36,0,0
11110PE  205015,36,0,0
11110PE  205016,35,1,0
11110PE  205017,36,0,0
11110PE  205018,35,1,1
11110PE  205019,36,0,0
11110PE  205020,36,0,0
11110PE  205021,36,0,0
11110PE  205022,36,0,0
11110PE  205023,19,17,0
11110PE  205024,32,0,0
11110PE  205025,30,0,0
11110PE  205026,35,1,0
11110PE  205027,32,0,0
11110PE  205028,30,0,0
11110PE  205029,36,0,0
11110PE  205030,35,1,0
11110PE  205031,36,0,0
11110PE  205032,36,0,0
11110PE  205033,36,0,0
11110PE  205034,26,0,0
11110PE  205035,36,0,0
11110PE  205036,30,0,0
11110PE  205037,36,0,0
11110PE  205038,35,1,0
11110PE  205039,30,0,0
11110PE  205040,32,0,0
11110PE  205041,36,0,0
11110PE  205042,36,0,0
11110PE  205043,20,0,0
11110PE  205044,36,0,0
11110PE  205045,36,0,0
11110PE  205046,36,0,0
11110PE  205047,36,0,0
11110PE  205048,36,0,0
11110PE  205049,36,0,0
11110PE  205050,36,0,0
11110PE  205051,36,0,0
11110PE  205052,36,0,0
11110PE  205053,32,0,0
11110PE  205054,36,0,0
11110PE  205055,30,0,0
11110PE  205056,36,0,0
11110PE  205057,35,1,1
11110PE  205058,36,0,0
11110PE  205059,36,0,0
11110PE  205060,32,0,0
11110PE  205061,36,0,0
11110PE  205062,30,0,0
11110PE  205063,36,0,0
11110PE  205064,35,1,0
11110PE  205065,32,0,0
11110PE  205066,30,0,0
11110PE  205067,32,0,0
11110PE  205068,30,0,0
11110PE  205069,36,0,0
11110PE  205070,36,0,0
11110PE  205071,30,0,0
11110PE  205072,36,0,0
11110PE  205073,36,0,0
11110PE  205074,26,0,0
11110PE  205075,30,0,0
11110PE  205076,36,0,0
11110PE  205077,27,9,0
11110PE  205078,35,1,0
11110PE  205079,36,0,0
11110PE  205080,36,0,0
11110PE  205081,30,0,0
11110PE  205082,36,0,0
11110PE  205083,36,0,0
11110PE  205084,26,0,0
11110PE  205085,30,0,0
11110PE  205086,14,22,0
11110PE  205087,36,0,0
11110PE  205088,36,0,0
11110PE  205089,36,0,0
11110PE  205090,36,0,0
11110PE  205091,36,0,0
11110PE  205092,36,0,0
11110PE  205093,36,0,0
11110PE  205094,36,0,0
11110PE  205095,36,0,0
11110PE  205096,36,0,0
11110PE  205097,36,0,0
11110PE  205098,36,0,0
11110PE  205099,35,1,0
11110PE  205101,32,0,0
11110PE  205102,36,0,0
11110PE  205103,36,0,0
11110PE  205104,36,0,0
11110PE  205105,28,8,0
11110PE  205106,28,0,0
11110PE  205107,25,0,0
11110PE  205108,28,0,0
11110PE  205109,33,3,0
11110PE  205110,35,1,0
11110PE  205111,36,0,0
11110PE  205112,26,0,0
11110PE  205113,36,0,0
11110PE  205114,26,0,0
11110PE  205116,0,0,0
11110PE  205117,36,0,0
11110PE  205118,20,16,0
11110PE  205119,36,0,0
11110PE  205120,36,0,0
11110PE  205121,25,0,0
11110PE  205122,0,0,0
11110PE  205123,0,0,0
11110PE  205124,0,36,0
11110PE  205125,0,36,0
11110PE  205126,0,36,0
11110PE  205127,0,30,0
11110PE  205128,0,36,0
11110PE  205129,0,36,0
11110PE  205130,0,36,0
11110PE  205131,0,36,0
11110PE  205132,0,36,0
11110PE  205133,0,36,0
11110PE  333001,11,∞,0
11110PE  333002,7,∞,0
11110PE  333003,3,∞,0
11110PE  333004,14,∞,0
11110PE  333005,6,∞,0
11110PE  333006,19,∞,0
11110PE  333007,15,∞,0
11110PE  333008,3,∞,0
11110PE  333009,3,∞,0
11110PE  333010,4,∞,0
11110PE  333011,8,∞,0
11110PE  333012,16,∞,0
11110PE  333013,9,∞,0
11110PE  333014,3,∞,0
11110PE  333015,15,∞,0
11110PE  333016,13,∞,0
11110PE  333017,11,∞,0
11110PE  333018,14,∞,0
11110PE  333019,13,∞,0
11110PE  333020,9,∞,0
11110PE  333021,7,∞,0
11110PE  111001,19,∞,0
11110PE  111002,15,∞,0
11110PE  111003,15,∞,0
11110PE  111004,10,∞,0
11110PE  111005,13,∞,0
11110PE  111006,21,∞,0
11110PE  111007,2,∞,0
11110PE  111008,9,∞,0
11110PE  111009,8,∞,0
11110PE  111010,11,∞,0
11110PE  111011,11,∞,0
11110PE  111012,7,∞,0
11110PE  111013,15,∞,0
11110PE  111014,11,∞,0
11110PE  111015,9,∞,0
11110PE  111016,8,∞,0
11110PE  111017,22,∞,0
11110PE  111018,3,∞,0
11110PE  111019,0,50,1
11110PE  111020,19,∞,0
11110PE  111021,13,∞,0
11110PE  111022,10,∞,0
11110PE  111023,13,∞,0
11110PE  111024,10,∞,0
11110PE  111025,12,∞,0
11110PE  111026,9,∞,0
11110PE  111027,4,∞,0
11110PE  111028,9,∞,0
11110PE  111029,13,∞,0
11110PE  111030,7,∞,0
11110PE  111031,12,∞,0
11110PE  111032,16,∞,0
11110PE  111033,10,∞,0
11110PE  111034,8,∞,0
11110PE  111035,4,∞,0
11110PE  111036,6,∞,0
11110PE  111037,9,∞,0
11110PE  111038,12,∞,0
11110PE  111039,16,∞,0
11110PE  111040,7,∞,0
11110PE  111041,9,∞,0
11110PE  111042,17,∞,0
11110PE  111043,5,∞,0
11110PE  111044,11,∞,0
11110PE  111045,10,∞,0
11110PE  111046,7,∞,0
11110PE  333001,11,∞,0
11110PE  333002,7,∞,0
11110PE  333003,3,∞,0
11110PE  333004,14,∞,0
11110PE  333005,6,∞,0
11110PE  333006,19,∞,0
11110PE  333007,15,∞,0
11110PE  333008,3,∞,0
11110PE  333009,3,∞,0
11110PE  333010,4,∞,0
11110PE  333011,8,∞,0
11110PE  333012,16,∞,0
11110PE  333013,9,∞,0
11110PE  333014,3,∞,0
11110PE  333015,15,∞,0
11110PE  333016,13,∞,0
11110PE  333017,11,∞,0
11110PE  333018,14,∞,0
11110PE  333019,13,∞,0
11110PE  333020,9,∞,0
11110PE  333021,7,∞,0
11110PHIL501200,2,13,0
11110PHIL551000,5,10,1
11110PHIL555000,6,9,1
11110PHIL559100,1,14,1
11110PHIL583100,7,8,0
11110PHIL586400,6,9,1
11110PHIL600000,1,∞,0
11110PHIL602000,0,15,0
11110PHYS101001,0,57,12
11110PHYS101002,0,57,15
11110PHYS101003,0,55,12
11110PHYS101004,0,55,11
11110PHYS101005,0,60,10
11110PHYS101006,0,60,11
11110PHYS101007,0,61,16
11110PHYS101008,0,66,22
11110PHYS101009,0,50,8
11110PHYS101010,0,50,3
11110PHYS101011,0,55,15
11110PHYS101012,0,55,9
11110PHYS101013,0,63,11
11110PHYS101014,0,63,6
11110PHYS101015,0,50,14
11110PHYS101016,0,50,11
11110PHYS101017,0,55,11
11110PHYS101018,0,55,5
11110PHYS101019,0,55,5
11110PHYS113000,0,105,14
11110PHYS113301,0,140,91
11110PHYS113302,0,140,0
11110PHYS113303,40,120,64
11110PHYS113304,0,140,108
11110PHYS113305,0,135,84
11110PHYS113306,0,140,63
11110PHYS113307,0,110,57
11110PHYS113401,0,110,65
11110PHYS113402,0,110,63
11110PHYS113403,0,100,61
11110PHYS116000,39,6,0
11110PHYS212000,96,24,1
11110PHYS221000,85,35,1
11110PHYS231000,85,35,1
11110PHYS241000,40,80,2
11110PHYS301001,31,1,0
11110PHYS301002,25,7,0
11110PHYS303001,17,15,0
11110PHYS303002,24,8,0
11110PHYS308001,3,12,0
